ID	Species	numCommas	KEGG_Path	KEGG_PATH_Name	count
cysN	Escherichia coli	 66	KEGG_Path_031	eco00230:Purine metabolism	1
cysN	Escherichia coli	 66	KEGG_Path_032	eco00450:Selenoamino acid metabolism	2
cysN	Escherichia coli	 66	KEGG_Path_033	eco00920:Sulfur metabolism	3
cysP	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
cysS	Escherichia coli	 22	KEGG_Path_011	eco00970:Aminoacyl-tRNA biosynthesis	1
cysU	Escherichia coli	 13	KEGG_Path_008	eco02010:ABC transporters	1
cysW	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
dacA	Escherichia coli	 17	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
dacB	Escherichia coli	 18	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
dacC	Escherichia coli	 18	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
dacD	Escherichia coli	 21	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
dadA	Escherichia coli	 36	KEGG_Path_019	eco00360:Phenylalanine metabolism	1
dadA	Escherichia coli	 36	KEGG_Path_020	eco00910:Nitrogen metabolism	2
dadX	Escherichia coli	 22	KEGG_Path_011	eco00473:D-Alanine metabolism	1
dam	Escherichia coli	 18	KEGG_Path_010	eco03430:Mismatch repair	1
dapA	Escherichia coli	 19	KEGG_Path_010	eco00300:Lysine biosynthesis	1
dapB	Escherichia coli	 18	KEGG_Path_010	eco00300:Lysine biosynthesis	1
dapD	Escherichia coli	 22	KEGG_Path_011	eco00300:Lysine biosynthesis	1
dapE	Escherichia coli	 18	KEGG_Path_010	eco00300:Lysine biosynthesis	1
dapF	Escherichia coli	 22	KEGG_Path_011	eco00300:Lysine biosynthesis	1
dcd	Escherichia coli	 22	KEGG_Path_011	eco00240:Pyrimidine metabolism	1
dctA	Escherichia coli	 17	KEGG_Path_009	eco02020:Two-component system	1
dcuB	Escherichia coli	 17	KEGG_Path_010	eco02020:Two-component system	1
dcuR	Escherichia coli	 13	KEGG_Path_006	eco02020:Two-component system	1
deaD	Escherichia coli	 18	KEGG_Path_010	eco03018:RNA degradation	1
degP	Escherichia coli	 15	KEGG_Path_008	eco02020:Two-component system	1
deoA	Escherichia coli	 22	KEGG_Path_011	eco00240:Pyrimidine metabolism	1
deoB	Escherichia coli	 36	KEGG_Path_019	eco00030:Pentose phosphate pathway	1
deoB	Escherichia coli	 36	KEGG_Path_020	eco00230:Purine metabolism	2
deoC	Escherichia coli	 18	KEGG_Path_010	eco00030:Pentose phosphate pathway	1
deoD	Escherichia coli	 66	KEGG_Path_031	eco00230:Purine metabolism	1
deoD	Escherichia coli	 66	KEGG_Path_032	eco00240:Pyrimidine metabolism	2
deoD	Escherichia coli	 66	KEGG_Path_033	eco00760:Nicotinate and nicotinamide metabolism	3
dfp	Escherichia coli	 14	KEGG_Path_008	eco00770:Pantothenate and CoA biosynthesis	1
dgkA	Escherichia coli	 36	KEGG_Path_019	eco00561:Glycerolipid metabolism	1
dgkA	Escherichia coli	 36	KEGG_Path_020	eco00564:Glycerophospholipid metabolism	2
dgoA	Escherichia coli	 12	KEGG_Path_006	eco00052:Galactose metabolism	1
dgoD	Escherichia coli	 10	KEGG_Path_004	eco00052:Galactose metabolism	1
dgoK	Escherichia coli	 15	KEGG_Path_007	eco00052:Galactose metabolism	1
dgt	Escherichia coli	 22	KEGG_Path_011	eco00230:Purine metabolism	1
dhaK	Escherichia coli	 14	KEGG_Path_006	eco00561:Glycerolipid metabolism	1
dhaL	Escherichia coli	 12	KEGG_Path_006	eco00561:Glycerolipid metabolism	1
dld	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
dnaB	Escherichia coli	 18	KEGG_Path_010	eco03030:DNA replication	1
dnaE	Escherichia coli	110	KEGG_Path_051	eco00230:Purine metabolism	1
dnaE	Escherichia coli	110	KEGG_Path_052	eco00240:Pyrimidine metabolism	2
dnaE	Escherichia coli	110	KEGG_Path_053	eco03030:DNA replication	3
dnaE	Escherichia coli	110	KEGG_Path_054	eco03430:Mismatch repair	4
dnaE	Escherichia coli	110	KEGG_Path_055	eco03440:Homologous recombination	5
dnaG	Escherichia coli	 22	KEGG_Path_011	eco03030:DNA replication	1
dnaK	Escherichia coli	 22	KEGG_Path_011	eco03018:RNA degradation	1
dnaN	Escherichia coli	 90	KEGG_Path_046	eco00230:Purine metabolism	1
dnaN	Escherichia coli	 90	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
dnaN	Escherichia coli	 90	KEGG_Path_048	eco03030:DNA replication	3
dnaN	Escherichia coli	 90	KEGG_Path_049	eco03430:Mismatch repair	4
dnaN	Escherichia coli	 90	KEGG_Path_050	eco03440:Homologous recombination	5
dnaQ	Escherichia coli	 90	KEGG_Path_046	eco00230:Purine metabolism	1
dnaQ	Escherichia coli	 90	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
dnaQ	Escherichia coli	 90	KEGG_Path_048	eco03030:DNA replication	3
dnaQ	Escherichia coli	 90	KEGG_Path_049	eco03430:Mismatch repair	4
dnaQ	Escherichia coli	 90	KEGG_Path_050	eco03440:Homologous recombination	5
dnaT	Escherichia coli	 18	KEGG_Path_010	eco03440:Homologous recombination	1
dnaX	Escherichia coli	 90	KEGG_Path_046	eco00230:Purine metabolism	1
dnaX	Escherichia coli	 90	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
dnaX	Escherichia coli	 90	KEGG_Path_048	eco03030:DNA replication	3
dnaX	Escherichia coli	 90	KEGG_Path_049	eco03430:Mismatch repair	4
dnaX	Escherichia coli	 90	KEGG_Path_050	eco03440:Homologous recombination	5
dpiA	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
dppA	Escherichia coli	 36	KEGG_Path_019	eco02010:ABC transporters	1
dppA	Escherichia coli	 36	KEGG_Path_020	eco02030:Bacterial chemotaxis	2
dppB	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
dppC	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
dppD	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
dppF	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
dsdA	Escherichia coli	 17	KEGG_Path_009	eco00260:Glycine, serine and threonine metabolism	1
dut	Escherichia coli	 22	KEGG_Path_011	eco00240:Pyrimidine metabolism	1
dxs	Escherichia coli	 18	KEGG_Path_010	eco00900:Terpenoid backbone biosynthesis	1
ebgA	Escherichia coli	 44	KEGG_Path_021	eco00052:Galactose metabolism	1
ebgA	Escherichia coli	 44	KEGG_Path_022	eco00511:Other glycan degradation	2
ebgC	Escherichia coli	 44	KEGG_Path_021	eco00052:Galactose metabolism	1
ebgC	Escherichia coli	 44	KEGG_Path_022	eco00511:Other glycan degradation	2
eda	Escherichia coli	 72	KEGG_Path_037	eco00030:Pentose phosphate pathway	1
eda	Escherichia coli	 72	KEGG_Path_038	eco00040:Pentose and glucuronate interconversions	2
eda	Escherichia coli	 72	KEGG_Path_039	eco00330:Arginine and proline metabolism	3
eda	Escherichia coli	 72	KEGG_Path_040	eco00630:Glyoxylate and dicarboxylate metabolism	4
edd	Escherichia coli	 18	KEGG_Path_010	eco00030:Pentose phosphate pathway	1
emrK	Escherichia coli	 10	KEGG_Path_008	eco02020:Two-component system	1
emrY	Escherichia coli	 10	KEGG_Path_007	eco02020:Two-component system	1
eno	Escherichia coli	 44	KEGG_Path_021	eco00010:Glycolysis / Gluconeogenesis	1
eno	Escherichia coli	 44	KEGG_Path_022	eco03018:RNA degradation	2
entA	Escherichia coli	 18	KEGG_Path_010	eco01053:Biosynthesis of siderophore group nonribosomal peptides	1
entB	Escherichia coli	 18	KEGG_Path_010	eco01053:Biosynthesis of siderophore group nonribosomal peptides	1
entC	Escherichia coli	 36	KEGG_Path_019	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
entC	Escherichia coli	 36	KEGG_Path_020	eco01053:Biosynthesis of siderophore group nonribosomal peptides	2
entE	Escherichia coli	 22	KEGG_Path_011	eco01053:Biosynthesis of siderophore group nonribosomal peptides	1
entF	Escherichia coli	 22	KEGG_Path_011	eco01053:Biosynthesis of siderophore group nonribosomal peptides	1
envZ	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
epd	Escherichia coli	 18	KEGG_Path_010	eco00750:Vitamin B6 metabolism	1
eutA	Escherichia coli	 21	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
eutB	Escherichia coli	 17	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
eutC	Escherichia coli	 17	KEGG_Path_009	eco00564:Glycerophospholipid metabolism	1
eutE	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
eutG	Escherichia coli	 18	KEGG_Path_010	eco00010:Glycolysis / Gluconeogenesis	1
eutT	Escherichia coli	 15	KEGG_Path_007	eco00860:Porphyrin and chlorophyll metabolism	1
evgA	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
evgS	Escherichia coli	 17	KEGG_Path_009	eco02020:Two-component system	1
exoX	Escherichia coli	 16	KEGG_Path_008	eco03430:Mismatch repair	1
fabA	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabB	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabD	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabF	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabG	Escherichia coli	 44	KEGG_Path_021	eco00061:Fatty acid biosynthesis	1
fabG	Escherichia coli	 44	KEGG_Path_022	eco01040:Biosynthesis of unsaturated fatty acids	2
fabH	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabI	Escherichia coli	 18	KEGG_Path_010	eco00061:Fatty acid biosynthesis	1
fabZ	Escherichia coli	 22	KEGG_Path_011	eco00061:Fatty acid biosynthesis	1
fadA	Escherichia coli	120	KEGG_Path_055	eco00071:Fatty acid metabolism	1
fadA	Escherichia coli	120	KEGG_Path_056	eco00280:Valine, leucine and isoleucine degradation	2
fadA	Escherichia coli	120	KEGG_Path_057	eco00281:Geraniol degradation	3
fadA	Escherichia coli	120	KEGG_Path_058	eco00362:Benzoate degradation via hydroxylation	4
fadA	Escherichia coli	120	KEGG_Path_059	eco00592:alpha-Linolenic acid metabolism	5
fadA	Escherichia coli	120	KEGG_Path_060	eco00642:Ethylbenzene degradation	6
fadB	Escherichia coli	264	KEGG_Path_121	eco00062:Fatty acid elongation in mitochondria	1
fadB	Escherichia coli	264	KEGG_Path_122	eco00071:Fatty acid metabolism	2
fadB	Escherichia coli	264	KEGG_Path_123	eco00280:Valine, leucine and isoleucine degradation	3
fadB	Escherichia coli	264	KEGG_Path_124	eco00281:Geraniol degradation	4
fadB	Escherichia coli	264	KEGG_Path_125	eco00310:Lysine degradation	5
fadB	Escherichia coli	264	KEGG_Path_126	eco00380:Tryptophan metabolism	6
fadB	Escherichia coli	264	KEGG_Path_127	eco00410:beta-Alanine metabolism	7
fadB	Escherichia coli	264	KEGG_Path_128	eco00632:Benzoate degradation via CoA ligation	8
fadB	Escherichia coli	264	KEGG_Path_129	eco00640:Propanoate metabolism	9
fadB	Escherichia coli	264	KEGG_Path_130	eco00650:Butanoate metabolism	10
fadB	Escherichia coli	264	KEGG_Path_131	eco00903:Limonene and pinene degradation	11
fadB	Escherichia coli	264	KEGG_Path_132	eco00930:Caprolactam degradation	12
fadD	Escherichia coli	 18	KEGG_Path_010	eco00071:Fatty acid metabolism	1
fadE	Escherichia coli	 22	KEGG_Path_011	eco00071:Fatty acid metabolism	1
fadI	Escherichia coli	120	KEGG_Path_055	eco00071:Fatty acid metabolism	1
fadI	Escherichia coli	120	KEGG_Path_056	eco00280:Valine, leucine and isoleucine degradation	2
fadI	Escherichia coli	120	KEGG_Path_057	eco00281:Geraniol degradation	3
fadI	Escherichia coli	120	KEGG_Path_058	eco00362:Benzoate degradation via hydroxylation	4
fadI	Escherichia coli	120	KEGG_Path_059	eco00592:alpha-Linolenic acid metabolism	5
fadI	Escherichia coli	120	KEGG_Path_060	eco00642:Ethylbenzene degradation	6
fadJ	Escherichia coli	264	KEGG_Path_121	eco00062:Fatty acid elongation in mitochondria	1
fadJ	Escherichia coli	264	KEGG_Path_122	eco00071:Fatty acid metabolism	2
fadJ	Escherichia coli	264	KEGG_Path_123	eco00280:Valine, leucine and isoleucine degradation	3
fadJ	Escherichia coli	264	KEGG_Path_124	eco00281:Geraniol degradation	4
fadJ	Escherichia coli	264	KEGG_Path_125	eco00310:Lysine degradation	5
fadJ	Escherichia coli	264	KEGG_Path_126	eco00380:Tryptophan metabolism	6
fadJ	Escherichia coli	264	KEGG_Path_127	eco00410:beta-Alanine metabolism	7
fadJ	Escherichia coli	264	KEGG_Path_128	eco00632:Benzoate degradation via CoA ligation	8
fadJ	Escherichia coli	264	KEGG_Path_129	eco00640:Propanoate metabolism	9
fadJ	Escherichia coli	264	KEGG_Path_130	eco00650:Butanoate metabolism	10
fadJ	Escherichia coli	264	KEGG_Path_131	eco00903:Limonene and pinene degradation	11
fadJ	Escherichia coli	264	KEGG_Path_132	eco00930:Caprolactam degradation	12
fbaA	Escherichia coli	 42	KEGG_Path_019	eco00010:Glycolysis / Gluconeogenesis	1
fbaA	Escherichia coli	 42	KEGG_Path_020	eco00030:Pentose phosphate pathway	2
fbaA	Escherichia coli	 42	KEGG_Path_021	eco00051:Fructose and mannose metabolism	3
fbaB	Escherichia coli	 39	KEGG_Path_019	eco00010:Glycolysis / Gluconeogenesis	1
fbaB	Escherichia coli	 39	KEGG_Path_020	eco00030:Pentose phosphate pathway	2
fbaB	Escherichia coli	 39	KEGG_Path_021	eco00051:Fructose and mannose metabolism	3
fbp	Escherichia coli	 54	KEGG_Path_028	eco00010:Glycolysis / Gluconeogenesis	1
fbp	Escherichia coli	 54	KEGG_Path_029	eco00030:Pentose phosphate pathway	2
fbp	Escherichia coli	 54	KEGG_Path_030	eco00051:Fructose and mannose metabolism	3
fdhF	Escherichia coli	 32	KEGG_Path_015	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdhF	Escherichia coli	 32	KEGG_Path_016	eco00680:Methane metabolism	2
fdnG	Escherichia coli	 51	KEGG_Path_025	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdnG	Escherichia coli	 51	KEGG_Path_026	eco00680:Methane metabolism	2
fdnG	Escherichia coli	 51	KEGG_Path_027	eco02020:Two-component system	3
fdnH	Escherichia coli	 51	KEGG_Path_028	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdnH	Escherichia coli	 51	KEGG_Path_029	eco00680:Methane metabolism	2
fdnH	Escherichia coli	 51	KEGG_Path_030	eco02020:Two-component system	3
fdnI	Escherichia coli	 54	KEGG_Path_028	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdnI	Escherichia coli	 54	KEGG_Path_029	eco00680:Methane metabolism	2
fdnI	Escherichia coli	 54	KEGG_Path_030	eco02020:Two-component system	3
fdoG	Escherichia coli	 30	KEGG_Path_015	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdoG	Escherichia coli	 30	KEGG_Path_016	eco00680:Methane metabolism	2
fdoH	Escherichia coli	 32	KEGG_Path_015	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdoH	Escherichia coli	 32	KEGG_Path_016	eco00680:Methane metabolism	2
fdoI	Escherichia coli	 36	KEGG_Path_019	eco00630:Glyoxylate and dicarboxylate metabolism	1
fdoI	Escherichia coli	 36	KEGG_Path_020	eco00680:Methane metabolism	2
feaB	Escherichia coli	 13	KEGG_Path_006	eco00360:Phenylalanine metabolism	1
feaB	Escherichia coli	 13	KEGG_Path_007	eco00643:Styrene degradation	2
fecB	Escherichia coli	 10	KEGG_Path_005	eco02010:ABC transporters	1
fecC	Escherichia coli	 10	KEGG_Path_005	eco02010:ABC transporters	1
fecD	Escherichia coli	 10	KEGG_Path_006	eco02010:ABC transporters	1
fecE	Escherichia coli	 10	KEGG_Path_005	eco02010:ABC transporters	1
fepB	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fepC	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fepD	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fepG	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
ffh	Escherichia coli	 36	KEGG_Path_019	eco03060:Protein export	1
ffh	Escherichia coli	 36	KEGG_Path_020	eco03070:Bacterial secretion system	2
fhuB	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fhuC	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fhuD	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
fimZ	Escherichia coli	 12	KEGG_Path_007	eco02020:Two-component system	1
flgA	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgB	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgC	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgD	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgE	Escherichia coli	 21	KEGG_Path_011	eco02040:Flagellar assembly	1
flgF	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgG	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgH	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgI	Escherichia coli	 21	KEGG_Path_011	eco02040:Flagellar assembly	1
flgK	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgL	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flgM	Escherichia coli	 18	KEGG_Path_010	eco02040:Flagellar assembly	1
flgN	Escherichia coli	 18	KEGG_Path_010	eco02040:Flagellar assembly	1
flhA	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flhB	Escherichia coli	 22	KEGG_Path_011	eco02040:Flagellar assembly	1
flhC	Escherichia coli	 32	KEGG_Path_017	eco02020:Two-component system	1
flhC	Escherichia coli	 32	KEGG_Path_018	eco02040:Flagellar assembly	2
flhD	Escherichia coli	 36	KEGG_Path_019	eco02020:Two-component system	1
flhD	Escherichia coli	 36	KEGG_Path_020	eco02040:Flagellar assembly	2
fmt	Escherichia coli	 44	KEGG_Path_021	eco00670:One carbon pool by folate	1
fmt	Escherichia coli	 44	KEGG_Path_022	eco00970:Aminoacyl-tRNA biosynthesis	2
folA	Escherichia coli	 44	KEGG_Path_021	eco00670:One carbon pool by folate	1
folA	Escherichia coli	 44	KEGG_Path_022	eco00790:Folate biosynthesis	2
folB	Escherichia coli	 22	KEGG_Path_011	eco00790:Folate biosynthesis	1
folC	Escherichia coli	 18	KEGG_Path_010	eco00790:Folate biosynthesis	1
folD	Escherichia coli	 36	KEGG_Path_019	eco00630:Glyoxylate and dicarboxylate metabolism	1
folD	Escherichia coli	 36	KEGG_Path_020	eco00670:One carbon pool by folate	2
folE	Escherichia coli	 22	KEGG_Path_011	eco00790:Folate biosynthesis	1
folK	Escherichia coli	 18	KEGG_Path_010	eco00790:Folate biosynthesis	1
folP	Escherichia coli	 22	KEGG_Path_011	eco00790:Folate biosynthesis	1
frdA	Escherichia coli	 90	KEGG_Path_046	eco00020:Citrate cycle (TCA cycle)	1
frdA	Escherichia coli	 90	KEGG_Path_047	eco00190:Oxidative phosphorylation	2
frdA	Escherichia coli	 90	KEGG_Path_048	eco00632:Benzoate degradation via CoA ligation	3
frdA	Escherichia coli	 90	KEGG_Path_049	eco00650:Butanoate metabolism	4
frdA	Escherichia coli	 90	KEGG_Path_050	eco02020:Two-component system	5
frdB	Escherichia coli	 85	KEGG_Path_041	eco00020:Citrate cycle (TCA cycle)	1
frdB	Escherichia coli	 85	KEGG_Path_042	eco00190:Oxidative phosphorylation	2
frdB	Escherichia coli	 85	KEGG_Path_043	eco00632:Benzoate degradation via CoA ligation	3
frdB	Escherichia coli	 85	KEGG_Path_044	eco00650:Butanoate metabolism	4
frdB	Escherichia coli	 85	KEGG_Path_045	eco02020:Two-component system	5
frdC	Escherichia coli	 90	KEGG_Path_046	eco00020:Citrate cycle (TCA cycle)	1
frdC	Escherichia coli	 90	KEGG_Path_047	eco00190:Oxidative phosphorylation	2
frdC	Escherichia coli	 90	KEGG_Path_048	eco00632:Benzoate degradation via CoA ligation	3
frdC	Escherichia coli	 90	KEGG_Path_049	eco00650:Butanoate metabolism	4
frdC	Escherichia coli	 90	KEGG_Path_050	eco02020:Two-component system	5
frdD	Escherichia coli	 90	KEGG_Path_046	eco00020:Citrate cycle (TCA cycle)	1
frdD	Escherichia coli	 90	KEGG_Path_047	eco00190:Oxidative phosphorylation	2
frdD	Escherichia coli	 90	KEGG_Path_048	eco00632:Benzoate degradation via CoA ligation	3
frdD	Escherichia coli	 90	KEGG_Path_049	eco00650:Butanoate metabolism	4
frdD	Escherichia coli	 90	KEGG_Path_050	eco02020:Two-component system	5
fre	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
frmA	Escherichia coli	 70	KEGG_Path_029	eco00010:Glycolysis / Gluconeogenesis	1
frmA	Escherichia coli	 70	KEGG_Path_030	eco00071:Fatty acid metabolism	2
frmA	Escherichia coli	 70	KEGG_Path_031	eco00350:Tyrosine metabolism	3
frmA	Escherichia coli	 70	KEGG_Path_032	eco00624:1- and 2-Methylnaphthalene degradation	4
frmA	Escherichia coli	 70	KEGG_Path_033	eco00641:3-Chloroacrylic acid degradation	5
frmA	Escherichia coli	 70	KEGG_Path_034	eco00680:Methane metabolism	6
frmA	Escherichia coli	 70	KEGG_Path_035	eco00980:Metabolism of xenobiotics by cytochrome P450	7
fruA	Escherichia coli	 36	KEGG_Path_019	eco00051:Fructose and mannose metabolism	1
fruA	Escherichia coli	 36	KEGG_Path_020	eco02060:Phosphotransferase system (PTS)	2
fruB	Escherichia coli	 30	KEGG_Path_015	eco00051:Fructose and mannose metabolism	1
fruB	Escherichia coli	 30	KEGG_Path_016	eco02060:Phosphotransferase system (PTS)	2
fruK	Escherichia coli	 22	KEGG_Path_011	eco00051:Fructose and mannose metabolism	1
ftsE	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
ftsI	Escherichia coli	 19	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
ftsX	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
ftsY	Escherichia coli	 36	KEGG_Path_019	eco03060:Protein export	1
ftsY	Escherichia coli	 36	KEGG_Path_020	eco03070:Bacterial secretion system	2
fucI	Escherichia coli	 22	KEGG_Path_011	eco00051:Fructose and mannose metabolism	1
fucK	Escherichia coli	 17	KEGG_Path_009	eco00051:Fructose and mannose metabolism	1
fucO	Escherichia coli	 36	KEGG_Path_019	eco00620:Pyruvate metabolism	1
fucO	Escherichia coli	 36	KEGG_Path_020	eco00630:Glyoxylate and dicarboxylate metabolism	2
fumA	Escherichia coli	 18	KEGG_Path_010	eco00020:Citrate cycle (TCA cycle)	1
fumB	Escherichia coli	 18	KEGG_Path_010	eco00020:Citrate cycle (TCA cycle)	1
fumC	Escherichia coli	 22	KEGG_Path_011	eco00020:Citrate cycle (TCA cycle)	1
gabD	Escherichia coli	 63	KEGG_Path_028	eco00250:Alanine, aspartate and glutamate metabolism	1
gabD	Escherichia coli	 63	KEGG_Path_029	eco00350:Tyrosine metabolism	2
gabD	Escherichia coli	 63	KEGG_Path_030	eco00650:Butanoate metabolism	3
gabT	Escherichia coli	 70	KEGG_Path_036	eco00250:Alanine, aspartate and glutamate metabolism	1
gabT	Escherichia coli	 70	KEGG_Path_037	eco00280:Valine, leucine and isoleucine degradation	2
gabT	Escherichia coli	 70	KEGG_Path_038	eco00410:beta-Alanine metabolism	3
gabT	Escherichia coli	 70	KEGG_Path_039	eco00640:Propanoate metabolism	4
gabT	Escherichia coli	 70	KEGG_Path_040	eco00650:Butanoate metabolism	5
gadA	Escherichia coli	 72	KEGG_Path_037	eco00250:Alanine, aspartate and glutamate metabolism	1
gadA	Escherichia coli	 72	KEGG_Path_038	eco00410:beta-Alanine metabolism	2
gadA	Escherichia coli	 72	KEGG_Path_039	eco00430:Taurine and hypotaurine metabolism	3
gadA	Escherichia coli	 72	KEGG_Path_040	eco00650:Butanoate metabolism	4
gadB	Escherichia coli	 72	KEGG_Path_037	eco00250:Alanine, aspartate and glutamate metabolism	1
gadB	Escherichia coli	 72	KEGG_Path_038	eco00410:beta-Alanine metabolism	2
gadB	Escherichia coli	 72	KEGG_Path_039	eco00430:Taurine and hypotaurine metabolism	3
gadB	Escherichia coli	 72	KEGG_Path_040	eco00650:Butanoate metabolism	4
galE	Escherichia coli	 34	KEGG_Path_017	eco00052:Galactose metabolism	1
galE	Escherichia coli	 34	KEGG_Path_018	eco00520:Amino sugar and nucleotide sugar metabolism	2
galF	Escherichia coli	 72	KEGG_Path_037	eco00040:Pentose and glucuronate interconversions	1
galF	Escherichia coli	 72	KEGG_Path_038	eco00052:Galactose metabolism	2
galF	Escherichia coli	 72	KEGG_Path_039	eco00500:Starch and sucrose metabolism	3
galF	Escherichia coli	 72	KEGG_Path_040	eco00520:Amino sugar and nucleotide sugar metabolism	4
galK	Escherichia coli	 34	KEGG_Path_017	eco00052:Galactose metabolism	1
galK	Escherichia coli	 34	KEGG_Path_018	eco00520:Amino sugar and nucleotide sugar metabolism	2
galM	Escherichia coli	 22	KEGG_Path_011	eco00010:Glycolysis / Gluconeogenesis	1
galT	Escherichia coli	 36	KEGG_Path_019	eco00052:Galactose metabolism	1
galT	Escherichia coli	 36	KEGG_Path_020	eco00520:Amino sugar and nucleotide sugar metabolism	2
galU	Escherichia coli	 72	KEGG_Path_037	eco00040:Pentose and glucuronate interconversions	1
galU	Escherichia coli	 72	KEGG_Path_038	eco00052:Galactose metabolism	2
galU	Escherichia coli	 72	KEGG_Path_039	eco00500:Starch and sucrose metabolism	3
galU	Escherichia coli	 72	KEGG_Path_040	eco00520:Amino sugar and nucleotide sugar metabolism	4
gapA	Escherichia coli	 18	KEGG_Path_010	eco00010:Glycolysis / Gluconeogenesis	1
garD	Escherichia coli	 16	KEGG_Path_008	eco00053:Ascorbate and aldarate metabolism	1
garK	Escherichia coli	 45	KEGG_Path_019	eco00260:Glycine, serine and threonine metabolism	1
garK	Escherichia coli	 45	KEGG_Path_020	eco00561:Glycerolipid metabolism	2
garK	Escherichia coli	 45	KEGG_Path_021	eco00630:Glyoxylate and dicarboxylate metabolism	3
garL	Escherichia coli	 15	KEGG_Path_007	eco00053:Ascorbate and aldarate metabolism	1
garR	Escherichia coli	 22	KEGG_Path_011	eco00630:Glyoxylate and dicarboxylate metabolism	1
gatA	Escherichia coli	 32	KEGG_Path_017	eco00052:Galactose metabolism	1
gatA	Escherichia coli	 32	KEGG_Path_018	eco02060:Phosphotransferase system (PTS)	2
gatB	Escherichia coli	 34	KEGG_Path_019	eco00052:Galactose metabolism	1
gatB	Escherichia coli	 34	KEGG_Path_020	eco02060:Phosphotransferase system (PTS)	2
gatC	Escherichia coli	 34	KEGG_Path_019	eco00052:Galactose metabolism	1
gatC	Escherichia coli	 34	KEGG_Path_020	eco02060:Phosphotransferase system (PTS)	2
gatD	Escherichia coli	 17	KEGG_Path_010	eco00052:Galactose metabolism	1
gatY	Escherichia coli	 22	KEGG_Path_011	eco00052:Galactose metabolism	1
gcd	Escherichia coli	 18	KEGG_Path_010	eco00030:Pentose phosphate pathway	1
