ID	Species	numCommas	MF_Number	MF_Name
cysI	Escherichia coli	19	MF_009	GO:0043167~ion binding
cysI	Escherichia coli	19	MF_010	GO:0043169~cation binding
cysI	Escherichia coli	19	MF_011	GO:0046872~metal ion binding
cysI	Escherichia coli	19	MF_012	GO:0046906~tetrapyrrole binding
cysI	Escherichia coli	19	MF_013	GO:0046914~transition metal ion binding
cysI	Escherichia coli	19	MF_014	GO:0048037~cofactor binding
cysI	Escherichia coli	19	MF_015	GO:0050661~NADP or NADPH binding
cysI	Escherichia coli	19	MF_016	GO:0050662~coenzyme binding
cysI	Escherichia coli	19	MF_017	GO:0051536~iron-sulfur cluster binding
cysI	Escherichia coli	19	MF_018	GO:0051539~4 iron, 4 sulfur cluster binding
cysI	Escherichia coli	19	MF_019	GO:0051540~metal cluster binding
cysJ	Escherichia coli	17	MF_001	GO:0000166~nucleotide binding
cysJ	Escherichia coli	17	MF_002	GO:0004783~sulfite reductase (NADPH) activity
cysJ	Escherichia coli	17	MF_003	GO:0005506~iron ion binding
cysJ	Escherichia coli	17	MF_004	GO:0008752~FMN reductase activity
cysJ	Escherichia coli	17	MF_005	GO:0009055~electron carrier activity
cysJ	Escherichia coli	17	MF_006	GO:0010181~FMN binding
cysJ	Escherichia coli	17	MF_007	GO:0016645~oxidoreductase activity, acting on the CH-NH group of donors
cysJ	Escherichia coli	17	MF_008	GO:0016646~oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
cysJ	Escherichia coli	17	MF_009	GO:0016651~oxidoreductase activity, acting on NADH or NADPH
cysJ	Escherichia coli	17	MF_010	GO:0016667~oxidoreductase activity, acting on sulfur group of donors
cysJ	Escherichia coli	17	MF_011	GO:0016668~oxidoreductase activity, acting on sulfur group of donors, NAD or NADP as acceptor
cysJ	Escherichia coli	17	MF_012	GO:0043167~ion binding
cysJ	Escherichia coli	17	MF_013	GO:0043169~cation binding
cysJ	Escherichia coli	17	MF_014	GO:0046872~metal ion binding
cysJ	Escherichia coli	17	MF_015	GO:0046914~transition metal ion binding
cysJ	Escherichia coli	17	MF_016	GO:0048037~cofactor binding
cysJ	Escherichia coli	17	MF_017	GO:0050662~coenzyme binding
cysK	Escherichia coli	 5	MF_001	GO:0004124~cysteine synthase activity
cysK	Escherichia coli	 5	MF_002	GO:0019842~vitamin binding
cysK	Escherichia coli	 5	MF_003	GO:0030170~pyridoxal phosphate binding
cysK	Escherichia coli	 5	MF_004	GO:0048037~cofactor binding
cysK	Escherichia coli	 5	MF_005	GO:0070279~vitamin B6 binding
cysM	Escherichia coli	 5	MF_001	GO:0004124~cysteine synthase activity
cysM	Escherichia coli	 5	MF_002	GO:0019842~vitamin binding
cysM	Escherichia coli	 5	MF_003	GO:0030170~pyridoxal phosphate binding
cysM	Escherichia coli	 5	MF_004	GO:0048037~cofactor binding
cysM	Escherichia coli	 5	MF_005	GO:0070279~vitamin B6 binding
cysN	Escherichia coli	17	MF_001	GO:0000166~nucleotide binding
cysN	Escherichia coli	17	MF_002	GO:0001882~nucleoside binding
cysN	Escherichia coli	17	MF_003	GO:0001883~purine nucleoside binding
cysN	Escherichia coli	17	MF_004	GO:0003924~GTPase activity
cysN	Escherichia coli	17	MF_005	GO:0004779~sulfate adenylyltransferase activity
cysN	Escherichia coli	17	MF_006	GO:0004781~sulfate adenylyltransferase (ATP) activity
cysN	Escherichia coli	17	MF_007	GO:0005524~ATP binding
cysN	Escherichia coli	17	MF_008	GO:0005525~GTP binding
cysN	Escherichia coli	17	MF_009	GO:0016779~nucleotidyltransferase activity
cysN	Escherichia coli	17	MF_010	GO:0017076~purine nucleotide binding
cysN	Escherichia coli	17	MF_011	GO:0019001~guanyl nucleotide binding
cysN	Escherichia coli	17	MF_012	GO:0030554~adenyl nucleotide binding
cysN	Escherichia coli	17	MF_013	GO:0032553~ribonucleotide binding
cysN	Escherichia coli	17	MF_014	GO:0032555~purine ribonucleotide binding
cysN	Escherichia coli	17	MF_015	GO:0032559~adenyl ribonucleotide binding
cysN	Escherichia coli	17	MF_016	GO:0032561~guanyl ribonucleotide binding
cysN	Escherichia coli	17	MF_017	GO:0070566~adenylyltransferase activity
cysP	Escherichia coli	14	MF_001	GO:0008271~secondary active sulfate transmembrane transporter activity
cysP	Escherichia coli	14	MF_002	GO:0008509~anion transmembrane transporter activity
cysP	Escherichia coli	14	MF_003	GO:0015103~inorganic anion transmembrane transporter activity
cysP	Escherichia coli	14	MF_004	GO:0015116~sulfate transmembrane transporter activity
cysP	Escherichia coli	14	MF_005	GO:0015399~primary active transmembrane transporter activity
cysP	Escherichia coli	14	MF_006	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity
cysP	Escherichia coli	14	MF_007	GO:0015419~sulfate transmembrane-transporting ATPase activity
cysP	Escherichia coli	14	MF_008	GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
cysP	Escherichia coli	14	MF_009	GO:0016887~ATPase activity
cysP	Escherichia coli	14	MF_010	GO:0042623~ATPase activity, coupled
cysP	Escherichia coli	14	MF_011	GO:0042625~ATPase activity, coupled to transmembrane movement of ions
cysP	Escherichia coli	14	MF_012	GO:0042626~ATPase activity, coupled to transmembrane movement of substances
cysP	Escherichia coli	14	MF_013	GO:0043225~anion transmembrane-transporting ATPase activity
cysP	Escherichia coli	14	MF_014	GO:0043492~ATPase activity, coupled to movement of substances
cysQ	Escherichia coli	 9	MF_001	GO:0000287~magnesium ion binding
cysQ	Escherichia coli	 9	MF_002	GO:0004437~inositol or phosphatidylinositol phosphatase activity
cysQ	Escherichia coli	 9	MF_003	GO:0008252~nucleotidase activity
cysQ	Escherichia coli	 9	MF_004	GO:0008441~3'(2')
cysQ	Escherichia coli	 9	MF_005	5'-bisphosphate nucleotidase activity
cysQ	Escherichia coli	 9	MF_006	GO:0016791~phosphatase activity
cysQ	Escherichia coli	 9	MF_007	GO:0043167~ion binding
cysQ	Escherichia coli	 9	MF_008	GO:0043169~cation binding
cysQ	Escherichia coli	 9	MF_009	GO:0046872~metal ion binding
cysS	Escherichia coli	18	MF_001	GO:0000166~nucleotide binding
cysS	Escherichia coli	18	MF_002	GO:0001882~nucleoside binding
cysS	Escherichia coli	18	MF_003	GO:0001883~purine nucleoside binding
cysS	Escherichia coli	18	MF_004	GO:0004812~aminoacyl-tRNA ligase activity
cysS	Escherichia coli	18	MF_005	GO:0004817~cysteine-tRNA ligase activity
cysS	Escherichia coli	18	MF_006	GO:0005524~ATP binding
cysS	Escherichia coli	18	MF_007	GO:0008270~zinc ion binding
cysS	Escherichia coli	18	MF_008	GO:0016875~ligase activity, forming carbon-oxygen bonds
cysS	Escherichia coli	18	MF_009	GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds
cysS	Escherichia coli	18	MF_010	GO:0017076~purine nucleotide binding
cysS	Escherichia coli	18	MF_011	GO:0030554~adenyl nucleotide binding
cysS	Escherichia coli	18	MF_012	GO:0032553~ribonucleotide binding
cysS	Escherichia coli	18	MF_013	GO:0032555~purine ribonucleotide binding
cysS	Escherichia coli	18	MF_014	GO:0032559~adenyl ribonucleotide binding
cysS	Escherichia coli	18	MF_015	GO:0043167~ion binding
cysS	Escherichia coli	18	MF_016	GO:0043169~cation binding
cysS	Escherichia coli	18	MF_017	GO:0046872~metal ion binding
cysS	Escherichia coli	18	MF_018	GO:0046914~transition metal ion binding
cysU	Escherichia coli	 4	MF_001	GO:0008509~anion transmembrane transporter activity
cysU	Escherichia coli	 4	MF_002	GO:0015103~inorganic anion transmembrane transporter activity
cysU	Escherichia coli	 4	MF_003	GO:0015116~sulfate transmembrane transporter activity
cysU	Escherichia coli	 4	MF_004	GO:0015563~uptake transmembrane transporter activity
cysW	Escherichia coli	 4	MF_001	GO:0008509~anion transmembrane transporter activity
cysW	Escherichia coli	 4	MF_002	GO:0015103~inorganic anion transmembrane transporter activity
cysW	Escherichia coli	 4	MF_003	GO:0015116~sulfate transmembrane transporter activity
cysW	Escherichia coli	 4	MF_004	GO:0015563~uptake transmembrane transporter activity
cytR	Escherichia coli	 3	MF_001	GO:0003677~DNA binding
cytR	Escherichia coli	 3	MF_002	GO:0003700~transcription factor activity
cytR	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
dacA	Escherichia coli	11	MF_001	GO:0004180~carboxypeptidase activity
dacA	Escherichia coli	11	MF_002	GO:0004185~serine-type carboxypeptidase activity
dacA	Escherichia coli	11	MF_003	GO:0008233~peptidase activity
dacA	Escherichia coli	11	MF_004	GO:0008236~serine-type peptidase activity
dacA	Escherichia coli	11	MF_005	GO:0008238~exopeptidase activity
dacA	Escherichia coli	11	MF_006	GO:0008800~beta-lactamase activity
dacA	Escherichia coli	11	MF_007	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity
dacA	Escherichia coli	11	MF_008	GO:0016812~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
dacA	Escherichia coli	11	MF_009	GO:0017171~serine hydrolase activity
dacA	Escherichia coli	11	MF_010	GO:0070008~serine-type exopeptidase activity
dacA	Escherichia coli	11	MF_011	GO:0070011~peptidase activity, acting on L-amino acid peptides
dacB	Escherichia coli	 9	MF_001	GO:0004180~carboxypeptidase activity
dacB	Escherichia coli	 9	MF_002	GO:0004185~serine-type carboxypeptidase activity
dacB	Escherichia coli	 9	MF_003	GO:0008233~peptidase activity
dacB	Escherichia coli	 9	MF_004	GO:0008236~serine-type peptidase activity
dacB	Escherichia coli	 9	MF_005	GO:0008238~exopeptidase activity
dacB	Escherichia coli	 9	MF_006	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity
dacB	Escherichia coli	 9	MF_007	GO:0017171~serine hydrolase activity
dacB	Escherichia coli	 9	MF_008	GO:0070008~serine-type exopeptidase activity
dacB	Escherichia coli	 9	MF_009	GO:0070011~peptidase activity, acting on L-amino acid peptides
dacC	Escherichia coli	 9	MF_001	GO:0004180~carboxypeptidase activity
dacC	Escherichia coli	 9	MF_002	GO:0004185~serine-type carboxypeptidase activity
dacC	Escherichia coli	 9	MF_003	GO:0008233~peptidase activity
dacC	Escherichia coli	 9	MF_004	GO:0008236~serine-type peptidase activity
dacC	Escherichia coli	 9	MF_005	GO:0008238~exopeptidase activity
dacC	Escherichia coli	 9	MF_006	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity
dacC	Escherichia coli	 9	MF_007	GO:0017171~serine hydrolase activity
dacC	Escherichia coli	 9	MF_008	GO:0070008~serine-type exopeptidase activity
dacC	Escherichia coli	 9	MF_009	GO:0070011~peptidase activity, acting on L-amino acid peptides
dacD	Escherichia coli	 9	MF_001	GO:0004180~carboxypeptidase activity
dacD	Escherichia coli	 9	MF_002	GO:0004185~serine-type carboxypeptidase activity
dacD	Escherichia coli	 9	MF_003	GO:0008233~peptidase activity
dacD	Escherichia coli	 9	MF_004	GO:0008236~serine-type peptidase activity
dacD	Escherichia coli	 9	MF_005	GO:0008238~exopeptidase activity
dacD	Escherichia coli	 9	MF_006	GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity
dacD	Escherichia coli	 9	MF_007	GO:0017171~serine hydrolase activity
dacD	Escherichia coli	 9	MF_008	GO:0070008~serine-type exopeptidase activity
dacD	Escherichia coli	 9	MF_009	GO:0070011~peptidase activity, acting on L-amino acid peptides
dadA	Escherichia coli	 7	MF_001	GO:0005506~iron ion binding
dadA	Escherichia coli	 7	MF_002	GO:0008718~D-amino-acid dehydrogenase activity
dadA	Escherichia coli	 7	MF_003	GO:0016638~oxidoreductase activity, acting on the CH-NH2 group of donors
dadA	Escherichia coli	 7	MF_004	GO:0043167~ion binding
dadA	Escherichia coli	 7	MF_005	GO:0043169~cation binding
dadA	Escherichia coli	 7	MF_006	GO:0046872~metal ion binding
dadA	Escherichia coli	 7	MF_007	GO:0046914~transition metal ion binding
dadX	Escherichia coli	 8	MF_001	GO:0008784~alanine racemase activity
dadX	Escherichia coli	 8	MF_002	GO:0016854~racemase and epimerase activity
dadX	Escherichia coli	 8	MF_003	GO:0016855~racemase and epimerase activity, acting on amino acids and derivatives
dadX	Escherichia coli	 8	MF_004	GO:0019842~vitamin binding
dadX	Escherichia coli	 8	MF_005	GO:0030170~pyridoxal phosphate binding
dadX	Escherichia coli	 8	MF_006	GO:0047661~amino-acid racemase activity
dadX	Escherichia coli	 8	MF_007	GO:0048037~cofactor binding
dadX	Escherichia coli	 8	MF_008	GO:0070279~vitamin B6 binding
dam	Escherichia coli	 3	MF_001	GO:0003677~DNA binding
dam	Escherichia coli	 3	MF_002	GO:0009007~site-specific DNA-methyltransferase (adenine-specific) activity
dam	Escherichia coli	 3	MF_003	GO:0009008~DNA-methyltransferase activity
dapA	Escherichia coli	 2	MF_001	GO:0008840~dihydrodipicolinate synthase activity
dapA	Escherichia coli	 2	MF_002	GO:0016836~hydro-lyase activity
dapB	Escherichia coli	 2	MF_001	GO:0008839~dihydrodipicolinate reductase activity
dapB	Escherichia coli	 2	MF_002	GO:0016628~oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
dapD	Escherichia coli	 8	MF_001	GO:0008666~2
dapD	Escherichia coli	 8	MF_002	3
dapD	Escherichia coli	 8	MF_003	4
dapD	Escherichia coli	 8	MF_004	5-tetrahydropyridine-2
dapD	Escherichia coli	 8	MF_005	6-dicarboxylate N-succinyltransferase activity
dapD	Escherichia coli	 8	MF_006	GO:0016410~N-acyltransferase activity
dapD	Escherichia coli	 8	MF_007	GO:0016748~succinyltransferase activity
dapD	Escherichia coli	 8	MF_008	GO:0016749~N-succinyltransferase activity
dapE	Escherichia coli	12	MF_001	GO:0008233~peptidase activity
dapE	Escherichia coli	12	MF_002	GO:0008237~metallopeptidase activity
dapE	Escherichia coli	12	MF_003	GO:0008270~zinc ion binding
dapE	Escherichia coli	12	MF_004	GO:0009014~succinyl-diaminopimelate desuccinylase activity
dapE	Escherichia coli	12	MF_005	GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
dapE	Escherichia coli	12	MF_006	GO:0043167~ion binding
dapE	Escherichia coli	12	MF_007	GO:0043169~cation binding
dapE	Escherichia coli	12	MF_008	GO:0046872~metal ion binding
dapE	Escherichia coli	12	MF_009	GO:0046914~transition metal ion binding
dapE	Escherichia coli	12	MF_010	GO:0046983~protein dimerization activity
dapE	Escherichia coli	12	MF_011	GO:0050897~cobalt ion binding
dapE	Escherichia coli	12	MF_012	GO:0070011~peptidase activity, acting on L-amino acid peptides
dapF	Escherichia coli	 4	MF_001	GO:0008837~diaminopimelate epimerase activity
dapF	Escherichia coli	 4	MF_002	GO:0016854~racemase and epimerase activity
dapF	Escherichia coli	 4	MF_003	GO:0016855~racemase and epimerase activity, acting on amino acids and derivatives
dapF	Escherichia coli	 4	MF_004	GO:0047661~amino-acid racemase activity
dbpA	Escherichia coli	16	MF_001	GO:0000166~nucleotide binding
dbpA	Escherichia coli	16	MF_002	GO:0001882~nucleoside binding
dbpA	Escherichia coli	16	MF_003	GO:0001883~purine nucleoside binding
dbpA	Escherichia coli	16	MF_004	GO:0003723~RNA binding
dbpA	Escherichia coli	16	MF_005	GO:0004386~helicase activity
dbpA	Escherichia coli	16	MF_006	GO:0005524~ATP binding
dbpA	Escherichia coli	16	MF_007	GO:0008026~ATP-dependent helicase activity
dbpA	Escherichia coli	16	MF_008	GO:0016887~ATPase activity
dbpA	Escherichia coli	16	MF_009	GO:0017076~purine nucleotide binding
dbpA	Escherichia coli	16	MF_010	GO:0030554~adenyl nucleotide binding
dbpA	Escherichia coli	16	MF_011	GO:0032553~ribonucleotide binding
dbpA	Escherichia coli	16	MF_012	GO:0032555~purine ribonucleotide binding
dbpA	Escherichia coli	16	MF_013	GO:0032559~adenyl ribonucleotide binding
dbpA	Escherichia coli	16	MF_014	GO:0042623~ATPase activity, coupled
dbpA	Escherichia coli	16	MF_015	GO:0042624~ATPase activity, uncoupled
dbpA	Escherichia coli	16	MF_016	GO:0070035~purine NTP-dependent helicase activity
dcd	Escherichia coli	 3	MF_001	GO:0008829~dCTP deaminase activity
dcd	Escherichia coli	 3	MF_002	GO:0016814~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
dcd	Escherichia coli	 3	MF_003	GO:0019239~deaminase activity
dcp	Escherichia coli	13	MF_001	GO:0004175~endopeptidase activity
dcp	Escherichia coli	13	MF_002	GO:0004180~carboxypeptidase activity
dcp	Escherichia coli	13	MF_003	GO:0004222~metalloendopeptidase activity
dcp	Escherichia coli	13	MF_004	GO:0005509~calcium ion binding
dcp	Escherichia coli	13	MF_005	GO:0008233~peptidase activity
dcp	Escherichia coli	13	MF_006	GO:0008237~metallopeptidase activity
dcp	Escherichia coli	13	MF_007	GO:0008238~exopeptidase activity
dcp	Escherichia coli	13	MF_008	GO:0008270~zinc ion binding
dcp	Escherichia coli	13	MF_009	GO:0043167~ion binding
dcp	Escherichia coli	13	MF_010	GO:0043169~cation binding
dcp	Escherichia coli	13	MF_011	GO:0046872~metal ion binding
dcp	Escherichia coli	13	MF_012	GO:0046914~transition metal ion binding
dcp	Escherichia coli	13	MF_013	GO:0070011~peptidase activity, acting on L-amino acid peptides
dctA	Escherichia coli	 9	MF_001	GO:0005310~dicarboxylic acid transmembrane transporter activity
dctA	Escherichia coli	 9	MF_002	GO:0005311~sodium:dicarboxylate/tricarboxylate symporter activity
dctA	Escherichia coli	 9	MF_003	GO:0005343~organic acid:sodium symporter activity
dctA	Escherichia coli	 9	MF_004	GO:0008509~anion transmembrane transporter activity
dctA	Escherichia coli	 9	MF_005	GO:0015293~symporter activity
dctA	Escherichia coli	 9	MF_006	GO:0015294~solute:cation symporter activity
dctA	Escherichia coli	 9	MF_007	GO:0015296~anion:cation symporter activity
dctA	Escherichia coli	 9	MF_008	GO:0015370~solute:sodium symporter activity
dctA	Escherichia coli	 9	MF_009	GO:0017153~sodium:dicarboxylate symporter activity
dcuA	Escherichia coli	 2	MF_001	GO:0005310~dicarboxylic acid transmembrane transporter activity
dcuA	Escherichia coli	 2	MF_002	GO:0015556~C4-dicarboxylate transmembrane transporter activity
dcuB	Escherichia coli	 2	MF_001	GO:0005310~dicarboxylic acid transmembrane transporter activity
dcuB	Escherichia coli	 2	MF_002	GO:0015556~C4-dicarboxylate transmembrane transporter activity
dcuC	Escherichia coli	 2	MF_001	GO:0005310~dicarboxylic acid transmembrane transporter activity
dcuC	Escherichia coli	 2	MF_002	GO:0015556~C4-dicarboxylate transmembrane transporter activity
dcuD	Escherichia coli	 2	MF_001	GO:0005310~dicarboxylic acid transmembrane transporter activity
dcuD	Escherichia coli	 2	MF_002	GO:0015556~C4-dicarboxylate transmembrane transporter activity
dcuR	Escherichia coli	 3	MF_001	GO:0000156~two-component response regulator activity
dcuR	Escherichia coli	 3	MF_002	GO:0003677~DNA binding
dcuR	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
ddpX	Escherichia coli	 5	MF_001	GO:0008233~peptidase activity
ddpX	Escherichia coli	 5	MF_002	GO:0008237~metallopeptidase activity
ddpX	Escherichia coli	 5	MF_003	GO:0008238~exopeptidase activity
ddpX	Escherichia coli	 5	MF_004	GO:0016805~dipeptidase activity
ddpX	Escherichia coli	 5	MF_005	GO:0070011~peptidase activity, acting on L-amino acid peptides
deaD	Escherichia coli	16	MF_001	GO:0000166~nucleotide binding
deaD	Escherichia coli	16	MF_002	GO:0001882~nucleoside binding
deaD	Escherichia coli	16	MF_003	GO:0001883~purine nucleoside binding
deaD	Escherichia coli	16	MF_004	GO:0003723~RNA binding
deaD	Escherichia coli	16	MF_005	GO:0004386~helicase activity
deaD	Escherichia coli	16	MF_006	GO:0005524~ATP binding
deaD	Escherichia coli	16	MF_007	GO:0008026~ATP-dependent helicase activity
deaD	Escherichia coli	16	MF_008	GO:0016779~nucleotidyltransferase activity
deaD	Escherichia coli	16	MF_009	GO:0016887~ATPase activity
deaD	Escherichia coli	16	MF_010	GO:0017076~purine nucleotide binding
deaD	Escherichia coli	16	MF_011	GO:0030554~adenyl nucleotide binding
deaD	Escherichia coli	16	MF_012	GO:0032553~ribonucleotide binding
deaD	Escherichia coli	16	MF_013	GO:0032555~purine ribonucleotide binding
deaD	Escherichia coli	16	MF_014	GO:0032559~adenyl ribonucleotide binding
deaD	Escherichia coli	16	MF_015	GO:0042623~ATPase activity, coupled
deaD	Escherichia coli	16	MF_016	GO:0070035~purine NTP-dependent helicase activity
def	Escherichia coli	 7	MF_001	GO:0005506~iron ion binding
def	Escherichia coli	 7	MF_002	GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
def	Escherichia coli	 7	MF_003	GO:0042586~peptide deformylase activity
def	Escherichia coli	 7	MF_004	GO:0043167~ion binding
def	Escherichia coli	 7	MF_005	GO:0043169~cation binding
def	Escherichia coli	 7	MF_006	GO:0046872~metal ion binding
def	Escherichia coli	 7	MF_007	GO:0046914~transition metal ion binding
degP	Escherichia coli	 6	MF_001	GO:0004175~endopeptidase activity
degP	Escherichia coli	 6	MF_002	GO:0004252~serine-type endopeptidase activity
degP	Escherichia coli	 6	MF_003	GO:0008233~peptidase activity
degP	Escherichia coli	 6	MF_004	GO:0008236~serine-type peptidase activity
degP	Escherichia coli	 6	MF_005	GO:0017171~serine hydrolase activity
degP	Escherichia coli	 6	MF_006	GO:0070011~peptidase activity, acting on L-amino acid peptides
degQ	Escherichia coli	 6	MF_001	GO:0004175~endopeptidase activity
degQ	Escherichia coli	 6	MF_002	GO:0004252~serine-type endopeptidase activity
degQ	Escherichia coli	 6	MF_003	GO:0008233~peptidase activity
degQ	Escherichia coli	 6	MF_004	GO:0008236~serine-type peptidase activity
degQ	Escherichia coli	 6	MF_005	GO:0017171~serine hydrolase activity
degQ	Escherichia coli	 6	MF_006	GO:0070011~peptidase activity, acting on L-amino acid peptides
degS	Escherichia coli	 6	MF_001	GO:0004175~endopeptidase activity
degS	Escherichia coli	 6	MF_002	GO:0004252~serine-type endopeptidase activity
degS	Escherichia coli	 6	MF_003	GO:0008233~peptidase activity
degS	Escherichia coli	 6	MF_004	GO:0008236~serine-type peptidase activity
degS	Escherichia coli	 6	MF_005	GO:0017171~serine hydrolase activity
degS	Escherichia coli	 6	MF_006	GO:0070011~peptidase activity, acting on L-amino acid peptides
deoA	Escherichia coli	 2	MF_001	GO:0009032~thymidine phosphorylase activity
deoA	Escherichia coli	 2	MF_002	GO:0016763~transferase activity, transferring pentosyl groups
deoB	Escherichia coli	 9	MF_001	GO:0000287~magnesium ion binding
deoB	Escherichia coli	 9	MF_002	GO:0008973~phosphopentomutase activity
deoB	Escherichia coli	 9	MF_003	GO:0016866~intramolecular transferase activity
deoB	Escherichia coli	 9	MF_004	GO:0016868~intramolecular transferase activity, phosphotransferases
deoB	Escherichia coli	 9	MF_005	GO:0030145~manganese ion binding
deoB	Escherichia coli	 9	MF_006	GO:0043167~ion binding
deoB	Escherichia coli	 9	MF_007	GO:0043169~cation binding
deoB	Escherichia coli	 9	MF_008	GO:0046872~metal ion binding
deoB	Escherichia coli	 9	MF_009	GO:0046914~transition metal ion binding
deoC	Escherichia coli	 2	MF_001	GO:0004139~deoxyribose-phosphate aldolase activity
deoC	Escherichia coli	 2	MF_002	GO:0016832~aldehyde-lyase activity
deoD	Escherichia coli	 2	MF_001	GO:0004731~purine-nucleoside phosphorylase activity
deoD	Escherichia coli	 2	MF_002	GO:0016763~transferase activity, transferring pentosyl groups
deoR	Escherichia coli	 3	MF_001	GO:0003677~DNA binding
deoR	Escherichia coli	 3	MF_002	GO:0003700~transcription factor activity
deoR	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
dfp	Escherichia coli	13	MF_001	GO:0000166~nucleotide binding
dfp	Escherichia coli	13	MF_002	GO:0000287~magnesium ion binding
dfp	Escherichia coli	13	MF_003	GO:0004632~phosphopantothenate--cysteine ligase activity
dfp	Escherichia coli	13	MF_004	GO:0004633~phosphopantothenoylcysteine decarboxylase activity
dfp	Escherichia coli	13	MF_005	GO:0010181~FMN binding
dfp	Escherichia coli	13	MF_006	GO:0016831~carboxy-lyase activity
dfp	Escherichia coli	13	MF_007	GO:0016879~ligase activity, forming carbon-nitrogen bonds
dfp	Escherichia coli	13	MF_008	GO:0016881~acid-amino acid ligase activity
dfp	Escherichia coli	13	MF_009	GO:0043167~ion binding
dfp	Escherichia coli	13	MF_010	GO:0043169~cation binding
dfp	Escherichia coli	13	MF_011	GO:0046872~metal ion binding
dfp	Escherichia coli	13	MF_012	GO:0048037~cofactor binding
dfp	Escherichia coli	13	MF_013	GO:0050662~coenzyme binding
dgkA	Escherichia coli	10	MF_001	GO:0000166~nucleotide binding
dgkA	Escherichia coli	10	MF_002	GO:0001882~nucleoside binding
dgkA	Escherichia coli	10	MF_003	GO:0001883~purine nucleoside binding
dgkA	Escherichia coli	10	MF_004	GO:0004143~diacylglycerol kinase activity
dgkA	Escherichia coli	10	MF_005	GO:0005524~ATP binding
dgkA	Escherichia coli	10	MF_006	GO:0017076~purine nucleotide binding
dgkA	Escherichia coli	10	MF_007	GO:0030554~adenyl nucleotide binding
dgkA	Escherichia coli	10	MF_008	GO:0032553~ribonucleotide binding
dgkA	Escherichia coli	10	MF_009	GO:0032555~purine ribonucleotide binding
dgkA	Escherichia coli	10	MF_010	GO:0032559~adenyl ribonucleotide binding
dgoA	Escherichia coli	 8	MF_001	GO:0000287~magnesium ion binding
dgoA	Escherichia coli	 8	MF_002	GO:0008674~2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity
dgoA	Escherichia coli	 8	MF_003	GO:0008869~galactonate dehydratase activity
dgoA	Escherichia coli	 8	MF_004	GO:0016832~aldehyde-lyase activity
dgoA	Escherichia coli	 8	MF_005	GO:0016836~hydro-lyase activity
dgoA	Escherichia coli	 8	MF_006	GO:0043167~ion binding
dgoA	Escherichia coli	 8	MF_007	GO:0043169~cation binding
dgoA	Escherichia coli	 8	MF_008	GO:0046872~metal ion binding
dgoD	Escherichia coli	 6	MF_001	GO:0000287~magnesium ion binding
dgoD	Escherichia coli	 6	MF_002	GO:0008869~galactonate dehydratase activity
dgoD	Escherichia coli	 6	MF_003	GO:0016836~hydro-lyase activity
dgoD	Escherichia coli	 6	MF_004	GO:0043167~ion binding
dgoD	Escherichia coli	 6	MF_005	GO:0043169~cation binding
dgoD	Escherichia coli	 6	MF_006	GO:0046872~metal ion binding
dgoK	Escherichia coli	11	MF_001	GO:0000166~nucleotide binding
dgoK	Escherichia coli	11	MF_002	GO:0001882~nucleoside binding
dgoK	Escherichia coli	11	MF_003	GO:0001883~purine nucleoside binding
dgoK	Escherichia coli	11	MF_004	GO:0005524~ATP binding
dgoK	Escherichia coli	11	MF_005	GO:0008671~2-dehydro-3-deoxygalactonokinase activity
dgoK	Escherichia coli	11	MF_006	GO:0017076~purine nucleotide binding
dgoK	Escherichia coli	11	MF_007	GO:0019200~carbohydrate kinase activity
dgoK	Escherichia coli	11	MF_008	GO:0030554~adenyl nucleotide binding
dgoK	Escherichia coli	11	MF_009	GO:0032553~ribonucleotide binding
dgoK	Escherichia coli	11	MF_010	GO:0032555~purine ribonucleotide binding
dgoK	Escherichia coli	11	MF_011	GO:0032559~adenyl ribonucleotide binding
dgoR	Escherichia coli	 3	MF_001	GO:0003677~DNA binding
dgoR	Escherichia coli	 3	MF_002	GO:0003700~transcription factor activity
dgoR	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
dgt	Escherichia coli	 6	MF_001	GO:0000287~magnesium ion binding
dgt	Escherichia coli	 6	MF_002	GO:0008832~dGTPase activity
dgt	Escherichia coli	 6	MF_003	GO:0016793~triphosphoric monoester hydrolase activity
dgt	Escherichia coli	 6	MF_004	GO:0043167~ion binding
