"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"748","gltX","glutamyl-tRNA synthetase(gltX)",1,946906
"749","glvG","pseudo(glvG)",1,1450301
"750","glxK","glycerate kinase II(glxK)",1,945129
"751","glxR","tartronate semialdehyde reductase, NADH-dependent(glxR)",1,945146
"752","glyA","serine hydroxymethyltransferase(glyA)",1,947022
"753","glyQ","glycine tRNA synthetase, alpha subunit(glyQ)",1,948079
"754","glyS","glycine tRNA synthetase, beta subunit(glyS)",1,948080
"755","gmd","GDP-D-mannose dehydratase, NAD(P)-binding(gmd)",1,946562
"756","gmhA","D-sedoheptulose 7-phosphate isomerase(gmhA)",1,949134
"757","gmhB","D,D-heptose 1,7-bisphosphate phosphatase(gmhB)",1,944879
"758","gmk","guanylate kinase(gmk)",1,948163
"759","gnd","6-phosphogluconate dehydrogenase, decarboxylating(gnd)",1,946554
"760","gnsA","putative phosphatidylethanolamine synthesis regulator(gnsA)",1,1450249
"761","gnsB","Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)(gnsB)",1,946054
"762","gntK","gluconate kinase 2(gntK)",1,947937
"763","gntP","fructuronate transporter(gntP)",1,948848
"764","gntR","d-gluconate inducible gluconate regulon transcriptional repressor(gntR)",1,947946
"765","gntT","gluconate transporter, high-affinity GNT I system(gntT)",1,947924
"766","gntU","gluconate transporter, low affinity GNT 1 system(gntU)",1,2847760
"767","gor","glutathione oxidoreductase(gor)",1,948014
"768","gph","phosphoglycolate phosphatase(gph)",1,947895
"769","gpmA","phosphoglyceromutase 1(gpmA)",1,945068
"770","gpsA","glycerol-3-phosphate dehydrogenase (NAD+)(gpsA)",1,948125
"771","gpt","xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase(gpt)",1,944817
"772","greA","transcript cleavage factor(greA)",1,947696
"773","greB","transcript cleavage factor(greB)",1,2847706
"774","grpE","heat shock protein(grpE)",1,947097
"775","grxA","glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)(grxA)",1,945479
"776","grxB","glutaredoxin 2 (Grx2)(grxB)",1,946926
"777","grxC","glutaredoxin 3(grxC)",1,948132
"778","gshA","glutamate-cysteine ligase(gshA)",1,944881
"779","gshB","glutathione synthetase(gshB)",1,947445
"780","gsk","inosine/guanosine kinase(gsk)",1,946584
"781","gspA","general secretory pathway component, cryptic(gspA)",1,947825
"782","gspC","general secretory pathway component, cryptic(gspC)",1,947824
"783","gspD","general secretory pathway component, cryptic(gspD)",1,947822
"784","gspE","general secretory pathway component, cryptic(gspE)",1,947823
"785","gspF","general secretory pathway component, cryptic(gspF)",1,947829
"786","gspG","pseudopilin, cryptic, general secretion pathway(gspG)",1,947827
"787","gspH","putative general secretory pathway component, cryptic(gspH)",1,947834
"788","gspI","general secretory pathway component, cryptic(gspI)",1,947833
"789","gspJ","putative general secretory pathway component, cryptic(gspJ)",1,947832
"790","gspK","general secretory pathway component, cryptic(gspK)",1,947831
"791","gspL","general secretory pathway component, cryptic(gspL)",1,947842
"792","gspM","general secretory pathway component, cryptic(gspM)",1,947841
"793","gspO","bifunctional prepilin leader peptidase/ methylase(gspO)",1,947840
"794","gss","glutathionylspermidine amidase and glutathionylspermidine synthetase(gss)",1,947474
"795","guaA","GMP synthetase (glutamine aminotransferase)(guaA)",1,947334
"796","guaB","IMP dehydrogenase(guaB)",1,946985
"797","guaC","GMP reductase(guaC)",1,948986
"798","guaD","guanine deaminase(guaD)",1,947366
"799","gudD","D-glucarate dehydratase 1(gudD)",1,947258
"800","gudP","putative D-glucarate transporter(gudP)",1,947265
"801","gudX","glucarate dehydratase-related protein, substrate unknown(gudX)",1,947261
"802","gyrA","DNA gyrase (type II topoisomerase), subunit A(gyrA)",1,946614
"803","gyrB","DNA gyrase, subunit B(gyrB)",1,948211
"804","hcaB","2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase(hcaB)",1,945346
"805","hcaC","3-phenylpropionate dioxygenase, ferredoxin subunit(hcaC)",1,947015
"806","hcaD","phenylpropionate dioxygenase, ferredoxin reductase subunit(hcaD)",1,945427
"807","hcaE","3-phenylpropionate dioxygenase, large (alpha) subunit(hcaE)",1,946998
"808","hcaF","3-phenylpropionate dioxygenase, small (beta) subunit(hcaF)",1,946997
"809","hcaR","hca operon transcriptional regulator(hcaR)",1,947000
"810","hcaT","putative 3-phenylpropionic transporter(hcaT)",1,947007
"811","hcp","hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases(hcp)",1,946592
"812","hcr","HCP oxidoreductase, NADH-dependent(hcr)",1,947660
"813","hda","ATPase regulatory factor involved in DnaA inactivation(hda)",1,946977
"814","hdeA","stress response protein acid-resistance protein(hdeA)",1,948025
"815","hdeB","acid-resistance protein(hdeB)",1,948026
"816","hdeD","acid-resistance membrane protein(hdeD)",1,948024
"817","hdfR","flhDC operon transcriptional repressor(hdfR)",1,2847698
"818","hdhA","7-alpha-hydroxysteroid dehydrogenase, NAD-dependent(hdhA)",1,946151
"819","helD","DNA helicase IV(helD)",1,946227
"820","hemA","glutamyl tRNA reductase(hemA)",1,945777
"821","hemB","5-aminolevulinate dehydratase (porphobilinogen synthase)(hemB)",1,945017
"822","hemC","hydroxymethylbilane synthase(hemC)",1,947759
"823","hemD","uroporphyrinogen III synthase(hemD)",1,948587
"824","hemE","uroporphyrinogen decarboxylase(hemE)",1,948497
"825","hemF","coproporphyrinogen III oxidase(hemF)",1,946908
"826","hemG","protoporphyrin oxidase, flavoprotein(hemG)",1,948331
"827","hemH","ferrochelatase(hemH)",1,947532
"828","hemL","glutamate-1-semialdehyde aminotransferase (aminomutase)(hemL)",1,946892
"829","hemN","coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent(hemN)",1,948362
"830","hemX","putative uroporphyrinogen III methyltransferase(hemX)",1,948446
"831","hemY","putative protoheme IX synthesis protein(hemY)",1,948311
"832","hflC","HflB protease modulator specific for phage lambda cII repressor(hflC)",1,948697
"833","hflK","modulator for HflB protease specific for phage lambda cII repressor(hflK)",1,948698
"834","hflX","GTPase, stimulated by 50S subunit binding; Mn(2+) homeostasis regulator(hflX)",1,948688
"835","hfq","global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication(hfq)",1,948689
"836","hha","modulator of gene expression, with H-NS(hha)",1,945098
"837","hipA","inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase(hipA)",1,946064
"838","hipB","antitoxin of HipAB toxin-antitoxin system(hipB)",1,946065
"839","hisA","N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase(hisA)",1,946521
"840","hisB","histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase(hisB)",1,946552
"841","hisC","histidinol-phosphate aminotransferase(hisC)",1,946551
"842","hisD","bifunctional histidinal dehydrogenase/ histidinol dehydrogenase(hisD)",1,946531
"843","hisF","imidazole glycerol phosphate synthase, catalytic subunit with HisH(hisF)",1,946516
"844","hisG","ATP phosphoribosyltransferase(hisG)",1,946549
"845","hisH","imidazole glycerol phosphate synthase, glutamine amidotransferase subunit(hisH)",1,946544
"846","hisI","phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase(hisI)",1,946515
"847","hisJ","histidine ABC transporter periplasmic binding protein(hisJ)",1,945309
"848","hisM","histidine ABC transporter permease(hisM)",1,946790
"849","hisP","histidine ABC transporter ATPase(hisP)",1,946789
"850","hisQ","histidine ABC transporter permease(hisQ)",1,947235
"851","hisS","histidyl tRNA synthetase(hisS)",1,946989
"852","hns","global DNA-binding transcriptional dual regulator H-NS(hns)",1,945829
"853","hofB","T2SE secretion family protein; P-loop ATPase superfamily protein(hofB)",1,947481
"854","hofC","assembly protein in type IV pilin biogenesis, transmembrane protein(hofC)",1,945806
"855","hofQ","DNA catabolic putative fimbrial transporter(hofQ)",1,947901
"856","hokA","toxic polypeptide, small(hokA)",1,2847732
"857","hokB","toxic polypeptide, small(hokB)",1,2847727
"858","hokC","toxic membrane protein, small(hokC)",1,2847744
"859","hokD","Qin prophage; small toxic polypeptide(hokD)",1,948616
"860","hokE","toxic polypeptide, small(hokE)",1,2847715
"861","holA","DNA polymerase III, delta subunit(holA)",1,947573
"862","holB","DNA polymerase III, delta prime subunit(holB)",1,945661
"863","holC","DNA polymerase III, chi subunit(holC)",1,948787
"864","holD","DNA polymerase III, psi subunit(holD)",1,948890
"865","holE","DNA polymerase III, theta subunit(holE)",1,947471
"866","hpt","hypoxanthine phosphoribosyltransferase(hpt)",1,946624
"867","hrpA","putative ATP-dependent helicase(hrpA)",1,948444
"868","hrpB","putative ATP-dependent helicase(hrpB)",1,944845
"869","hscA","DnaK-like molecular chaperone specific for IscU(hscA)",1,944885
"870","hscB","HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB(hscB)",1,946995
"871","hscC","Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor(hscC)",1,945218
"872","hsdM","DNA methyltransferase M(hsdM)",1,948872
"873","hsdR","endonuclease R Type I restriction enzyme(hsdR)",1,948878
"874","hsdS","specificity determinant for hsdM and hsdR(hsdS)",1,948867
"875","hslJ","heat-inducible lipoprotein involved in novobiocin resistance(hslJ)",1,946525
"876","hslO","heat shock protein Hsp33(hslO)",1,947178
"877","hslR","ribosome-associated heat shock protein Hsp15(hslR)",1,947912
"878","hslU","molecular chaperone and ATPase component of HslUV protease(hslU)",1,948430
"879","hslV","peptidase component of the HslUV protease(hslV)",1,948429
"880","htpG","protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase(htpG)",1,945099
"881","htpX","putative endopeptidase(htpX)",1,946076
"882","htrE","putative outer membrane usher protein(htrE)",1,944819
"883","hupA","HU, DNA-binding transcriptional regulator, alpha subunit(hupA)",1,948499
"884","hupB","HU, DNA-binding transcriptional regulator, beta subunit(hupB)",1,949095
"885","hyaA","hydrogenase 1, small subunit(hyaA)",1,945579
"886","hyaB","hydrogenase 1, large subunit(hyaB)",1,945580
"887","hyaC","hydrogenase 1, b-type cytochrome subunit(hyaC)",1,945581
"888","hyaD","hydrogenase 1 maturation protease(hyaD)",1,945575
"889","hyaE","putative HyaA chaperone(hyaE)",1,945573
"890","hyaF","hydrogenase-1 protein nickel incorporation factor(hyaF)",1,945572
"891","hybA","hydrogenase 2 4Fe-4S ferredoxin-type component(hybA)",1,944842
"892","hybB","putative hydrogenase 2 cytochrome b type component(hybB)",1,948615
"893","hybC","hydrogenase 2, large subunit(hybC)",1,945182
"894","hybD","maturation protease for hydrogenase 2(hybD)",1,948982
"895","hybE","hydrogenase 2-specific chaperone(hybE)",1,947483
"896","hybF","protein involved with the maturation of hydrogenases 1 and 2(hybF)",1,948004
"897","hybG","hydrogenase 2 accessory protein(hybG)",1,948020
"898","hycA","regulator of the transcriptional regulator FhlA(hycA)",1,947193
"899","hycB","hydrogenase 3, Fe-S subunit(hycB)",1,948002
"900","hycC","hydrogenase 3, membrane subunit(hycC)",1,945327
"901","hycD","hydrogenase 3, membrane subunit(hycD)",1,948994
"902","hycE","hydrogenase 3, large subunit(hycE)",1,947396
"903","hycF","formate hydrogenlyase complex iron-sulfur protein(hycF)",1,947048
"904","hycG","hydrogenase 3 and formate hydrogenase complex, HycG subunit(hycG)",1,947191
"905","hycH","hydrogenase 3 maturation protein(hycH)",1,947438
"906","hycI","protease involved in processing C-terminal end of HycE(hycI)",1,947428
"907","hydN","formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit(hydN)",1,947190
"908","hyfA","hydrogenase 4, 4Fe-4S subunit(hyfA)",1,946959
"909","hyfB","hydrogenase 4, membrane subunit(hyfB)",1,946961
"910","hyfD","hydrogenase 4, membrane subunit(hyfD)",1,947290
"911","hyfE","hydrogenase 4, membrane subunit(hyfE)",1,945298
"912","hyfF","hydrogenase 4, membrane subunit(hyfF)",1,946962
"913","hyfG","hydrogenase 4, subunit(hyfG)",1,946964
"914","hyfH","hydrogenase 4, Fe-S subunit(hyfH)",1,946965
"915","hyfI","hydrogenase 4, Fe-S subunit(hyfI)",1,946966
"916","hyfJ","putative processing element hydrogenase 4(hyfJ)",1,947713
"917","hyfR","hydrogenase-4 transcriptional activator(hyfR)",1,948886
"918","hyi","hydroxypyruvate isomerase(hyi)",1,946186
"919","hypA","protein involved in nickel insertion into hydrogenases 3(hypA)",1,947195
"920","hypB","GTP hydrolase involved in nickel liganding into hydrogenases(hypB)",1,947194
"921","hypC","hydrogenase maturation protein(hypC)",1,947192
"922","hypD","hydrogenase maturation protein(hypD)",1,947189
"923","hypE","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein(hypE)",1,947182
"924","hypF","carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein(hypF)",1,944963
"925","iadA","isoaspartyl dipeptidase(iadA)",1,948853
"926","iap","aminopeptidase in alkaline phosphatase isozyme conversion(iap)",1,947215
"927","ibpA","heat shock chaperone(ibpA)",1,948200
"928","ibpB","heat shock chaperone(ibpB)",1,948192
"929","iclR","transcriptional repressor(iclR)",1,948524
"930","idi","isopentenyl diphosphate isomerase(idi)",1,949020
"931","idnD","L-idonate 5-dehydrogenase, NAD-binding(idnD)",1,944769
"932","idnK","D-gluconate kinase, thermosensitive(idnK)",1,946066
"933","idnO","5-keto-D-gluconate-5-reductase(idnO)",1,947109
"934","idnR","transcriptional repressor, 5-gluconate-binding(idnR)",1,949058
"935","idnT","L-idonate and D-gluconate transporter(idnT)",1,948798
"936","ihfA","integration host factor (IHF), DNA-binding protein, alpha subunit(ihfA)",1,945472
"937","ihfB","integration host factor (IHF), DNA-binding protein, beta subunit(ihfB)",1,945533
"938","ileS","isoleucyl-tRNA synthetase(ileS)",1,944761
"939","ilvA","l-threonine dehydratase, biosynthetic; also known as threonine deaminase(ilvA)",1,948287
"940","ilvB","acetolactate synthase 2 large subunit(ilvB)",1,948182
"941","ilvC","ketol-acid reductoisomerase, NAD(P)-binding(ilvC)",1,948286
"942","ilvD","dihydroxyacid dehydratase(ilvD)",1,948277
"943","ilvE","branched-chain amino acid aminotransferase(ilvE)",1,948278
"944","ilvG","pseudo(ilvG)",1,2847699
"945","ilvH","acetolactate synthase 3, small subunit, valine-sensitive(ilvH)",1,947267
"946","ilvI","acetolactate synthase 3 large subunit(ilvI)",1,948793
"947","ilvL","ilvG operon leader peptide(ilvL)",1,948283
"948","ilvM","acetolactate synthase 2 small subunit(ilvM)",1,948279
"949","ilvN","acetolactate synthase 1 small subunit(ilvN)",1,948183
"950","ilvY","transcriptional activator of ilvC; autorepressor(ilvY)",1,948284
"951","inaA","acid-inducible Kdo/WaaP family putative kinase(inaA)",1,946731
"952","infA","translation initiation factor IF-1(infA)",1,945500
"953","infB","translation initiation factor IF-2(infB)",1,947684
"954","infC","translation initiation factor IF-3(infC)",1,946225
"955","insG","IS4 transposase(insG)",1,948805
"956","insN","pseudo(insN)",1,5061501
"957","intB","pseudo(intB)",1,948782
"958","intD","DLP12 prophage; putative phage integrase(intD)",1,947162
"959","intR","Rac prophage; integrase(intR)",1,946976
"960","iraD","RpoS stabilzer after DNA damage, anti-RssB factor(iraD)",1,948851
"961","iscA","FeS cluster assembly protein(iscA)",1,946999
"962","iscR","isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor(iscR)",1,945279
"963","iscS","cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent(iscS)",1,947004
"964","iscU","iron-sulfur cluster assembly scaffold protein(iscU)",1,947002
"965","ispA","geranyltranstransferase(ispA)",1,945064
"966","ispB","octaprenyl diphosphate synthase(ispB)",1,947364
"967","ispD","4-diphosphocytidyl-2C-methyl-D-erythritol synthase(ispD)",1,948269
"968","ispF","2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase(ispF)",1,945057
"969","ispG","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase(ispG)",1,946991
"970","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein(ispH)",1,944777
"971","ivbL","ilvB operon leader peptide(ivbL)",1,948181
"972","katE","catalase HPII, heme d-containing(katE)",1,946234
"973","katG","catalase-peroxidase HPI, heme b-containing(katG)",1,948431
"974","kbaY","tagatose 6-phosphate aldolase 1, kbaY subunit(kbaY)",1,947644
"975","kbl","glycine C-acetyltransferase(kbl)",1,948138
"976","kch","voltage-gated potassium channel(kch)",1,945841
"977","kdgK","2-dehydro-3-deoxygluconokinase(kdgK)",1,948041
"978","kdgR","KDG regulon transcriptional repressor(kdgR)",1,946129
"979","kdgT","2-keto-3-deoxy-D-gluconate transporter(kdgT)",1,948407
"980","kdpA","potassium translocating ATPase, subunit A(kdpA)",1,946045
"981","kdpB","potassium translocating ATPase, subunit B(kdpB)",1,947450
"982","kdpC","potassium translocating ATPase, subunit C(kdpC)",1,947508
"983","kdpD","fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein(kdpD)",1,946744
"984","kdpE","response regulator in two-component regulatory system with KdpD(kdpE)",1,945302
"985","kdpF","potassium ion accessory transporter subunit(kdpF)",1,948946
"986","kdsA","3-deoxy-D-manno-octulosonate 8-phosphate synthase(kdsA)",1,945785
"987","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase(kdsB)",1,945539
"988","kduD","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase; KDG oxidoreductase; 20-ketosteroid reductase(kduD)",1,947323
"989","kduI","hexuronate isomerase(kduI)",1,947319
"990","kefB","potassium:proton antiporter(kefB)",1,947858
"991","kefC","potassium:proton antiporter(kefC)",1,944773
"992","kgtP","alpha-ketoglutarate transporter(kgtP)",1,947069
"993","kptA","RNA 2'-phosphotransferase(kptA)",1,948858
"994","lacA","thiogalactoside acetyltransferase(lacA)",1,945674
"995","lacI","lactose-inducible lac operon transcriptional repressor(lacI)",1,945007
"996","lacY","lactose permease(lacY)",1,949083
"997","lacZ","beta-D-galactosidase(lacZ)",1,945006
"998","lamB","maltose outer membrane porin (maltoporin)(lamB)",1,948548
"999","ldcA","murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A(ldcA)",1,945756
"1000","ldcC","lysine decarboxylase 2, constitutive(ldcC)",1,944887
"1001","ldhA","fermentative D-lactate dehydrogenase, NAD-dependent(ldhA)",1,946315
"1002","ldrA","toxic polypeptide, small(ldrA)",1,2847733
"1003","ldrB","toxic polypeptide, small(ldrB)",1,2847735
"1004","ldrC","toxic polypeptide, small(ldrC)",1,2847775
"1005","ldrD","toxic polypeptide, small(ldrD)",1,2847730
"1006","lepA","back-translocating elongation factor EF4, GTPase(lepA)",1,947051
"1007","lepB","leader peptidase (signal peptidase I)(lepB)",1,947040
"1008","leuA","2-isopropylmalate synthase(leuA)",1,947465
"1009","leuB","3-isopropylmalate dehydrogenase, NAD(+)-dependent(leuB)",1,944798
"1010","leuC","3-isopropylmalate dehydratase large subunit(leuC)",1,945076
"1011","leuD","3-isopropylmalate dehydratase small subunit(leuD)",1,945642
"1012","leuL","leu operon leader peptide(leuL)",1,946072
"1013","leuO","global transcription factor(leuO)",1,949034
"1014","leuS","leucyl-tRNA synthetase(leuS)",1,947497
"1015","lexA","transcriptional repressor of SOS regulon(lexA)",1,948544
"1016","lgt","phosphatidylglycerol-prolipoprotein diacylglyceryl transferase(lgt)",1,947303
"1017","lhr","putative ATP-dependent helicase(lhr)",1,946156
"1018","ligA","DNA ligase, NAD(+)-dependent(ligA)",1,946885
"1019","ligB","DNA ligase, NAD(+)-dependent(ligB)",1,948164
"1020","ligT","2'-5' RNA ligase(ligT)",1,944848
"1021","lipA","lipoate synthase(lipA)",1,945227
"1022","lipB","octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase(lipB)",1,945217
"1023","livF","branched-chain amino acid ABC transporter ATPase(livF)",1,947961
"1024","livG","branched-chain amino acid ABC transporter ATPase(livG)",1,947967
"1025","livH","branched-chain amino acid ABC transporter permease(livH)",1,947965
"1026","livJ","branched-chain amino acid ABC transporter periplasmic binding protein(livJ)",1,947971
"1027","livK","leucine transporter subunit(livK)",1,947964
"1028","livM","branched-chain amino acid ABC transporter permease(livM)",1,947966
"1029","lldD","L-lactate dehydrogenase, FMN-linked(lldD)",1,948121
"1030","lldP","L-lactate permease(lldP)",1,948114
"1031","lldR","dual role activator/repressor for lldPRD operon(lldR)",1,948122
"1032","lnt","apolipoprotein N-acyltransferase(lnt)",1,946201
"1033","lolA","lipoprotein chaperone(lolA)",1,948989
"1034","lolB","lipoprotein localization factor(lolB)",1,945775
"1035","lolD","outer membrane-specific lipoprotein transporter subunit(lolD)",1,945670
"1036","lomR","pseudo(lomR)",1,4056036
"1037","lon","DNA-binding ATP-dependent protease La(lon)",1,945085
"1038","lplA","lipoate-protein ligase A(lplA)",1,944865
"1039","lpp","murein lipoprotein(lpp)",1,946175
"1040","lpxA","UDP-N-acetylglucosamine acetyltransferase(lpxA)",1,944849
"1041","lpxB","tetraacyldisaccharide-1-P synthase(lpxB)",1,944838
"1042","lpxC","UDP-3-O-acyl N-acetylglucosamine deacetylase(lpxC)",1,944816
"1043","lpxD","UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase(lpxD)",1,944882
"1044","lpxK","lipid A 4'kinase(lpxK)",1,945526
"1045","lrhA","transcriptional repressor of flagellar, motility and chemotaxis genes(lrhA)",1,946769
"1046","lrp","leucine-responsive global transcriptional regulator(lrp)",1,949051
"1047","lspA","prolipoprotein signal peptidase (signal peptidase II)(lspA)",1,944800
"1048","ltaE","L-allo-threonine aldolase, PLP-dependent(ltaE)",1,944955
"1049","lysA","diaminopimelate decarboxylase, PLP-binding(lysA)",1,947313
"1050","lysC","lysine-sensitive aspartokinase 3(lysC)",1,948531
"1051","lysP","lysine transporter(lysP)",1,946667
"1052","lysR","transcriptional activator of lysA; autorepressor(lysR)",1,947311
"1053","lysS","lysine tRNA synthetase, constitutive(lysS)",1,947372
"1054","lysU","lysine tRNA synthetase, inducible(lysU)",1,948645
"1055","lyxK","L-xylulose kinase(lyxK)",1,948101
"1056","maa","maltose O-acetyltransferase(maa)",1,945096
"1057","macA","macrolide transporter membrane fusion protein (MFP) component(macA)",1,947322
"1058","macB","macrolide ABC transporter peremase/ATPase(macB)",1,945164
"1059","maeB","malic enzyme: putative oxidoreductase/phosphotransacetylase(maeB)",1,946947
"1060","malE","maltose transporter subunit(malE)",1,948538
"1061","malF","maltose transporter subunit(malF)",1,948532
"1062","malG","maltose transporter subunit(malG)",1,948530
"1063","malI","transcriptional repressor of Mal regulon(malI)",1,947104
"1064","malK","maltose ABC transportor ATPase(malK)",1,948537
"1065","malM","maltose regulon periplasmic protein(malM)",1,948547
"1066","malP","maltodextrin phosphorylase(malP)",1,947922
"1067","malQ","4-alpha-glucanotransferase (amylomaltase)(malQ)",1,947923
"1068","malS","alpha-amylase(malS)",1,948088
"1069","malT","mal regulon transcriptional activator(malT)",1,947921
"1070","malX","maltose and glucose-specific PTS enzyme IIB component and IIC component(malX)",1,946009
"1071","malY","PLP-dependent beta-cystathionase and maltose regulon regulator(malY)",1,945937
"1072","malZ","maltodextrin glucosidase(malZ)",1,949131
"1073","manA","mannose-6-phosphate isomerase(manA)",1,944840
"1074","manX","fused mannose-specific PTS enzymes: IIA component/IIB component(manX)",1,946334
"1075","manY","mannose-specific enzyme IIC component of PTS(manY)",1,946332
"1076","manZ","mannose-specific enzyme IID component of PTS(manZ)",1,946342
"1077","map","methionine aminopeptidase(map)",1,947882
"1078","marA","multiple antibiotic resistance transcriptional regulator(marA)",1,947613
"1079","marB","periplasmic mar operon regulator(marB)",1,946184
"1080","marC","UPF0056 family inner membrane protein(marC)",1,947132
"1081","marR","transcriptional repressor of multiple antibiotic resistance(marR)",1,945825
"1082","mazG","nucleoside triphosphate pyrophosphohydrolase(mazG)",1,947254
"1083","mcrB","5-methylcytosine-specific restriction enzyme McrBC, subunit McrB(mcrB)",1,949122
"1084","mcrC","5-methylcytosine-specific restriction enzyme McrBC, subunit McrC(mcrC)",1,948880
"1085","mdaB","NADPH quinone reductase(mdaB)",1,947512
"1086","mdh","malate dehydrogenase, NAD(P)-binding(mdh)",1,947854
"1087","mdlA","putative multidrug ABC transporter ATPase(mdlA)",1,945092
"1088","mdlB","putative multidrug ABC transporter ATPase(mdlB)",1,945088
"1089","melA","alpha-galactosidase, NAD(P)-binding(melA)",1,948636
"1090","melB","melibiose:sodium symporter(melB)",1,948635
"1091","melR","melibiose operon transcriptional regulator; autoregulator(melR)",1,948637
"1092","menA","1,4-dihydroxy-2-naphthoate octaprenyltransferase(menA)",1,948418
"1093","menB","dihydroxynaphthoic acid synthetase(menB)",1,946747
"1094","menC","O-succinylbenzoyl-CoA synthase(menC)",1,946734
"1095","menD","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase(menD)",1,946720
"1096","menE","O-succinylbenzoate-CoA ligase(menE)",1,946741
"1097","menF","isochorismate synthase 2(menF)",1,946712
"1098","mepA","murein DD-endopeptidase(mepA)",1,946812
"1099","metA","homoserine O-transsuccinylase(metA)",1,948513
"1100","metB","cystathionine gamma-synthase, PLP-dependent(metB)",1,948434
"1101","metC","cystathionine beta-lyase, PLP-dependent(metC)",1,946240
"1102","metE","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase(metE)",1,948323
"1103","metF","5,10-methylenetetrahydrofolate reductase(metF)",1,948432
"1104","metG","methionyl-tRNA synthetase(metG)",1,946643
"1105","metH","homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent(metH)",1,948522
"1106","metI","DL-methionine transporter subunit(metI)",1,944894
"1107","metJ","transcriptional repressor, S-adenosylmethionine-binding(metJ)",1,948435
"1108","metK","S-adenosylmethionine synthetase(metK)",1,945389
"1109","metL","Bifunctional aspartokinase/homoserine dehydrogenase 2(metL)",1,948433
"1110","metN","DL-methionine transporter subunit(metN)",1,944896
"1111","metQ","DL-methionine transporter subunit(metQ)",1,944893
"1112","metR","methionine biosynthesis regulon transcriptional regulator(metR)",1,948310
"1113","mfd","transcription-repair coupling factor(mfd)",1,945681
"1114","mglA","methyl-galactoside ABC transporter ATPase(mglA)",1,949036
"1115","mglB","methyl-galactoside transporter subunit(mglB)",1,949041
"1116","mglC","methyl-galactoside transporter subunit(mglC)",1,949039
"1117","mgsA","methylglyoxal synthase(mgsA)",1,945574
"1118","mgtA","magnesium transporter(mgtA)",1,948778
"1119","mhpA","3-(3-hydroxyphenyl)propionate hydroxylase(mhpA)",1,945197
"1120","mhpB","2,3-dihydroxyphenylpropionate 1,2-dioxygenase(mhpB)",1,945047
"1121","mhpC","2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase(mhpC)",1,944954
"1122","mhpD","2-keto-4-pentenoate hydratase(mhpD)",1,944768
"1123","mhpE","4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I(mhpE)",1,945012
"1124","mhpF","acetaldehyde-CoA dehydrogenase II, NAD-binding(mhpF)",1,945008
"1125","mhpR","mhp operon transcriptional activator(mhpR)",1,945938
"1126","mhpT","3-hydroxyphenylpropionic transporter(mhpT)",1,944997
"1127","miaA","delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase(miaA)",1,948690
"1128","minC","inhibitor of FtsZ ring polymerization(minC)",1,945744
"1129","minD","inhibitor of FtsZ ring polymerization; chromosome-membrane tethering protein; membrane ATPase of the MinCDEE system(minD)",1,945741
"1130","minE","cell division topological specificity factor(minE)",1,945740
"1131","mioC","FMN-binding protein MioC(mioC)",1,948249
"1132","mipA","scaffolding protein for murein synthesizing machinery(mipA)",1,946301
