"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"601","fixX","putative 4Fe-4S ferredoxin-type protein(fixX)",1,948590
"602","fklB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fklB)",1,948726
"603","fkpA","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fkpA)",1,947850
"604","fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fkpB)",1,944807
"605","fldA","flavodoxin 1(fldA)",1,945293
"606","fldB","flavodoxin 2(fldB)",1,947361
"607","flgA","assembly protein for flagellar basal-body periplasmic P ring(flgA)",1,946300
"608","flgB","flagellar component of cell-proximal portion of basal-body rod(flgB)",1,945678
"609","flgC","flagellar component of cell-proximal portion of basal-body rod(flgC)",1,946687
"610","flgD","flagellar hook assembly protein(flgD)",1,945813
"611","flgE","flagellar hook protein(flgE)",1,945636
"612","flgF","flagellar component of cell-proximal portion of basal-body rod(flgF)",1,945639
"613","flgG","flagellar component of cell-distal portion of basal-body rod(flgG)",1,945647
"614","flgH","flagellar protein of basal-body outer-membrane L ring(flgH)",1,946996
"615","flgI","putative flagellar basal body protein(flgI)",1,947534
"616","flgJ","flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)",1,947456
"617","flgK","flagellar hook-filament junction protein 1(flgK)",1,945648
"618","flgL","flagellar hook-filament junction protein(flgL)",1,945646
"619","flgM","anti-sigma factor for FliA (sigma 28)(flgM)",1,946684
"620","flgN","export chaperone for FlgK and FlgL(flgN)",1,945634
"621","flhA","putative flagellar export pore protein(flhA)",1,946390
"622","flhB","flagellin export apparatus, substrate specificity protein(flhB)",1,946391
"623","flhC","flagellar class II regulon transcriptional activator, with FlhD(flhC)",1,947280
"624","flhD","flagellar class II regulon transcriptional activator, with FlhC(flhD)",1,945442
"625","flhE","proton seal during flagellar secretion(flhE)",1,946094
"626","flk","putative flagella assembly protein(flk)",1,946776
"627","flu","CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter(flu)",1,946540
"628","fmt","10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase(fmt)",1,947779
"629","fnr","oxygen-sensing anaerobic growth regulon transcriptional regulator FNR; autorepressor(fnr)",1,945908
"630","focA","formate channel(focA)",1,945513
"631","focB","putative formate transporter(focB)",1,949032
"632","folA","dihydrofolate reductase(folA)",1,944790
"633","folC","bifunctional folylpolyglutamate synthase/ dihydrofolate synthase(folC)",1,945451
"634","folD","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase(folD)",1,945221
"635","folE","GTP cyclohydrolase I(folE)",1,949040
"636","folK","2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase(folK)",1,948792
"637","folP","7,8-dihydropteroate synthase(folP)",1,947691
"638","folX","D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase(folX)",1,946781
"639","fpr","ferredoxin-NADP reductase; flavodoxin reductase(fpr)",1,948414
"640","frdA","anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit(frdA)",1,948667
"641","frdB","fumarate reductase (anaerobic), Fe-S subunit(frdB)",1,948666
"642","frdC","fumarate reductase (anaerobic), membrane anchor subunit(frdC)",1,948680
"643","frdD","fumarate reductase (anaerobic), membrane anchor subunit(frdD)",1,948668
"644","fre","NAD(P)H-flavin reductase(fre)",1,948325
"645","frlC","fructoselysine 3-epimerase(frlC)",1,2847758
"646","frmA","alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase(frmA)",1,944988
"647","frmB","S-formylglutathione hydrolase(frmB)",1,944991
"648","frmR","regulator protein that represses frmRAB operon(frmR)",1,944986
"649","frr","ribosome recycling factor(frr)",1,946122
"650","fruA","fused fructose-specific PTS enzymes: IIBcomponent/IIC components(fruA)",1,946672
"651","fruB","fused fructose-specific PTS enzymes: IIA component/HPr component(fruB)",1,946677
"652","fruK","fructose-1-phosphate kinase(fruK)",1,946676
"653","frvA","putative enzyme IIA component of PTS(frvA)",1,948391
"654","frvB","putative PTS enzyme, IIB component/IIC component(frvB)",1,948390
"655","frvR","putative frv operon regulator; contains a PTS EIIA domain(frvR)",1,948389
"656","frvX","putative peptidase(frvX)",1,948388
"657","frwB","putative enzyme IIB component of PTS(frwB)",1,948447
"658","frwC","putative enzyme IIC component of PTS(frwC)",1,948448
"659","frwD","putative enzyme IIB component of PTS(frwD)",1,948452
"660","fsr","putative fosmidomycin efflux system protein(fsr)",1,945119
"661","ftsA","ATP-binding cell division FtsK recruitment protein(ftsA)",1,944778
"662","ftsB","cell division protein(ftsB)",1,946033
"663","ftsE","cell division ATP-binding protein(ftsE)",1,947968
"664","ftsI","transpeptidase involved in septal peptidoglycan synthesis; penicillin-binding protein 3(ftsI)",1,944799
"665","ftsK","DNA translocase at septal ring sorting daughter chromsomes(ftsK)",1,945102
"666","ftsL","membrane bound cell division leucine zipper septum protein(ftsL)",1,944803
"667","ftsN","essential cell division protein(ftsN)",1,948428
"668","ftsQ","divisome assembly protein, membrane anchored protein involved in growth of wall at septum(ftsQ)",1,944823
"669","ftsW","putative lipid II flippase; integral membrane protein; FtsZ ring stabilizer(ftsW)",1,946322
"670","ftsX","putative ABC transporter permease(ftsX)",1,947969
"671","ftsY","Signal Recognition Particle (SRP) receptor(ftsY)",1,947978
"672","ftsZ","GTP-binding tubulin-like cell division protein(ftsZ)",1,944786
"673","fucA","L-fuculose-1-phosphate aldolase(fucA)",1,947282
"674","fucI","L-fucose isomerase(fucI)",1,946195
"675","fucK","L-fuculokinase(fucK)",1,946022
"676","fucO","L-1,2-propanediol oxidoreductase(fucO)",1,947273
"677","fucR","l-fucose operon activator(fucR)",1,946905
"678","fucU","L-fucose mutarotase(fucU)",1,945842
"679","fumA","fumarate hydratase (fumarase A), aerobic Class I(fumA)",1,946826
"680","fumB","anaerobic class I fumarate hydratase (fumarase B)(fumB)",1,948642
"681","fumC","fumarate hydratase (fumarase C),aerobic Class II(fumC)",1,946147
"682","fur","ferric iron uptake regulon transcriptional repressor; autorepressor(fur)",1,945295
"683","fusA","protein chain elongation factor EF-G, GTP-binding(fusA)",1,947847
"684","fxsA","suppressor of F exclusion of phage T7(fxsA)",1,948657
"685","gabD","succinate-semialdehyde dehydrogenase I, NADP-dependent(gabD)",1,948060
"686","gabP","gamma-aminobutyrate transporter(gabP)",1,948049
"687","gabT","4-aminobutyrate aminotransferase, PLP-dependent(gabT)",1,948067
"688","gadA","glutamate decarboxylase A, PLP-dependent(gadA)",1,948027
"689","gadB","glutamate decarboxylase B, PLP-dependent(gadB)",1,946058
"690","gadX","acid resistance regulon transcriptional activator; autoactivator(gadX)",1,948028
"691","gadY","ncRNA(gadY)",1,2847729
"692","galE","UDP-galactose-4-epimerase(galE)",1,945354
"693","galK","galactokinase(galK)",1,945358
"694","galM","aldose 1-epimerase; type-1 mutarotase; galactose mutarotase(galM)",1,944943
"695","galP","D-galactose transporter(galP)",1,947434
"696","galR","galactose-inducible d-galactose regulon transcriptional repressor; autorepressor(galR)",1,947314
"697","galS","galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor(galS)",1,949043
"698","galT","galactose-1-phosphate uridylyltransferase(galT)",1,945357
"699","galU","glucose-1-phosphate uridylyltransferase(galU)",1,945730
"700","gapA","glyceraldehyde-3-phosphate dehydrogenase A(gapA)",1,947679
"701","gapC","pseudo(gapC)",1,2847738
"702","garD","D-galactarate dehydrogenase(garD)",1,947641
"703","garK","glycerate kinase I(garK)",1,947632
"704","garL","alpha-dehydro-beta-deoxy-D-glucarate aldolase(garL)",1,947630
"705","garP","putative (D)-galactarate transporter(garP)",1,947642
"706","garR","tartronate semialdehyde reductase(garR)",1,947631
"707","gatA","galactitol-specific enzyme IIA component of PTS(gatA)",1,946633
"708","gatB","galactitol-specific enzyme IIB component of PTS(gatB)",1,946610
"709","gatC","pseudo(gatC)",1,946603
"710","gatD","galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding(gatD)",1,946598
"711","gatR","pseudo(gatR)",1,2847672
"712","gatY","D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit(gatY)",1,946636
"713","gatZ","D-tagatose 1,6-bisphosphate aldolase 2, subunit(gatZ)",1,946641
"714","gcd","glucose dehydrogenase(gcd)",1,944830
"715","gcl","glyoxylate carboligase(gcl)",1,945394
"716","gcvA","glycine cleavage system transcriptional activator; autorepressor(gcvA)",1,947278
"717","gcvB","ncRNA(gcvB)",1,2847720
"718","gcvH","glycine cleavage complex lipoylprotein(gcvH)",1,947393
"719","gcvP","glycine decarboxylase, PLP-dependent, subunit P of glycine cleavage complex(gcvP)",1,947394
"720","gcvR","transcriptional repressor, regulatory protein accessory to GcvA(gcvR)",1,946950
"721","gcvT","aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex(gcvT)",1,947390
"722","gdhA","glutamate dehydrogenase, NADP-specific(gdhA)",1,946802
"723","ggt","gamma-glutamyltranspeptidase(ggt)",1,947947
"724","glcB","malate synthase G(glcB)",1,948857
"725","glcC","glycolate-inducible glc operon transcriptional repressor; autorepressor(glcC)",1,947466
"726","glcD","glycolate oxidase subunit, FAD-linked(glcD)",1,947353
"727","glcE","glycolate oxidase FAD binding subunit(glcE)",1,2847718
"728","glcF","glycolate oxidase 4Fe-4S iron-sulfur cluster subunit(glcF)",1,2847717
"729","glcG","DUF336 family protein(glcG)",1,947473
"730","gldA","glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase(gldA)",1,948440
"731","glgA","glycogen synthase(glgA)",1,947932
"732","glgB","1,4-alpha-glucan branching enzyme(glgB)",1,947940
"733","glgC","glucose-1-phosphate adenylyltransferase(glgC)",1,947942
"734","glgP","glycogen phosphorylase(glgP)",1,947931
"735","glgS","motility and biofilm regulator(glgS)",1,947533
"736","glgX","glycogen debranching enzyme(glgX)",1,947941
"737","glk","glucokinase(glk)",1,946858
"738","glmM","phosphoglucosamine mutase(glmM)",1,947692
"739","glmS","L-glutamine:D-fructose-6-phosphate aminotransferase(glmS)",1,948241
"740","glmU","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase(glmU)",1,948246
"741","glmY","ncRNA(glmY)",1,2847700
"742","glmZ","ncRNA(glmZ)",1,2847678
"743","glnA","glutamine synthetase(glnA)",1,948370
"744","glnB","regulatory protein P-II for glutamine synthetase(glnB)",1,947016
"745","glnD","uridylyltransferase(glnD)",1,944863
"746","glnE","fused deadenylyltransferase/adenylyltransferase for glutamine synthetase(glnE)",1,947552
"747","glnG","fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein(glnG)",1,948361
"748","glnH","glutamine transporter subunit(glnH)",1,944872
"749","glnK","nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB(glnK)",1,945087
"750","glnL","sensory histidine kinase in two-component regulatory system with GlnG(glnL)",1,948360
"751","glnP","glutamine transporter subunit(glnP)",1,945621
"752","glnQ","glutamine transporter subunit(glnQ)",1,945435
"753","glnS","glutamyl-tRNA synthetase(glnS)",1,945310
"754","glnU","tRNA(glnU)",1,945269
"755","glnV","tRNA(glnV)",1,945255
"756","glnW","tRNA(glnW)",1,945750
"757","glnX","tRNA(glnX)",1,945257
"758","gloA","glyoxalase I, Ni-dependent(gloA)",1,946161
"759","gloB","hydroxyacylglutathione hydrolase(gloB)",1,944902
"760","glpA","anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit(glpA)",1,946713
"761","glpB","anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit(glpB)",1,946733
"762","glpC","anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster(glpC)",1,946735
"763","glpD","sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding(glpD)",1,947934
"764","glpE","thiosulfate:cyanide sulfurtransferase (rhodanese)(glpE)",1,947935
"765","glpF","glycerol facilitator(glpF)",1,948422
"766","glpG","rhomboid intramembrane serine protease(glpG)",1,947936
"767","glpK","glycerol kinase(glpK)",1,948423
"768","glpQ","periplasmic glycerophosphodiester phosphodiesterase(glpQ)",1,946725
"769","glpR","pseudo(glpR)",1,947926
"770","glpT","sn-glycerol-3-phosphate transporter(glpT)",1,946704
"771","glpX","fructose 1,6-bisphosphatase II(glpX)",1,948424
"772","gltA","citrate synthase(gltA)",1,945323
"773","gltB","glutamate synthase, large subunit(gltB)",1,947724
"774","gltD","glutamate synthase, 4Fe-4S protein, small subunit(gltD)",1,947723
"775","gltI","glutamate/aspartate periplasmic binding protein(gltI)",1,946938
"776","gltJ","glutamate/aspartate ABC transporter permease(gltJ)",1,945443
"777","gltK","glutamate/aspartate ABC transporter permease(gltK)",1,947354
"778","gltL","glutamate/aspartate ABC transporter ATPase(gltL)",1,945254
"779","gltP","glutamate/aspartate:proton symporter(gltP)",1,948591
"780","gltS","glutamate transporter(gltS)",1,948166
"781","gltT","tRNA(gltT)",1,948465
"782","gltU","tRNA(gltU)",1,948271
"783","gltV","tRNA(gltV)",1,948510
"784","gltW","tRNA(gltW)",1,947076
"785","gltX","glutamyl-tRNA synthetase(gltX)",1,946906
"786","glvG","pseudo(glvG)",1,1450301
"787","glxK","glycerate kinase II(glxK)",1,945129
"788","glxR","tartronate semialdehyde reductase, NADH-dependent(glxR)",1,945146
"789","glyA","serine hydroxymethyltransferase(glyA)",1,947022
"790","glyQ","glycine tRNA synthetase, alpha subunit(glyQ)",1,948079
"791","glyS","glycine tRNA synthetase, beta subunit(glyS)",1,948080
"792","glyT","tRNA(glyT)",1,948481
"793","glyU","tRNA(glyU)",1,947343
"794","glyV","tRNA(glyV)",1,948682
"795","glyW","tRNA(glyW)",1,946416
"796","glyX","tRNA(glyX)",1,948681
"797","glyY","tRNA(glyY)",1,948687
"798","gmd","GDP-D-mannose dehydratase, NAD(P)-binding(gmd)",1,946562
"799","gmhB","D,D-heptose 1,7-bisphosphate phosphatase(gmhB)",1,944879
"800","gmk","guanylate kinase(gmk)",1,948163
"801","gnd","6-phosphogluconate dehydrogenase, decarboxylating(gnd)",1,946554
"802","gnsA","putative phosphatidylethanolamine synthesis regulator(gnsA)",1,1450249
"803","gnsB","Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)(gnsB)",1,946054
"804","gntK","gluconate kinase 2(gntK)",1,947937
"805","gntP","fructuronate transporter(gntP)",1,948848
"806","gntR","d-gluconate inducible gluconate regulon transcriptional repressor(gntR)",1,947946
"807","gntT","gluconate transporter, high-affinity GNT I system(gntT)",1,947924
"808","gntU","gluconate transporter, low affinity GNT 1 system(gntU)",1,2847760
"809","gor","glutathione oxidoreductase(gor)",1,948014
"810","gph","phosphoglycolate phosphatase(gph)",1,947895
"811","gpmA","phosphoglyceromutase 1(gpmA)",1,945068
"812","gpsA","glycerol-3-phosphate dehydrogenase (NAD+)(gpsA)",1,948125
"813","gpt","xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase(gpt)",1,944817
"814","greA","transcript cleavage factor(greA)",1,947696
"815","greB","transcript cleavage factor(greB)",1,2847706
"816","grpE","heat shock protein(grpE)",1,947097
"817","grxA","glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)(grxA)",1,945479
"818","grxB","glutaredoxin 2 (Grx2)(grxB)",1,946926
"819","grxC","glutaredoxin 3(grxC)",1,948132
"820","gshA","glutamate-cysteine ligase(gshA)",1,944881
"821","gshB","glutathione synthetase(gshB)",1,947445
"822","gsk","inosine/guanosine kinase(gsk)",1,946584
"823","gspA","general secretory pathway component, cryptic(gspA)",1,947825
"824","gspC","general secretory pathway component, cryptic(gspC)",1,947824
"825","gspD","general secretory pathway component, cryptic(gspD)",1,947822
"826","gspE","general secretory pathway component, cryptic(gspE)",1,947823
"827","gspF","general secretory pathway component, cryptic(gspF)",1,947829
"828","gspG","pseudopilin, cryptic, general secretion pathway(gspG)",1,947827
"829","gspH","putative general secretory pathway component, cryptic(gspH)",1,947834
"830","gspI","general secretory pathway component, cryptic(gspI)",1,947833
"831","gspJ","putative general secretory pathway component, cryptic(gspJ)",1,947832
"832","gspK","general secretory pathway component, cryptic(gspK)",1,947831
"833","gspL","general secretory pathway component, cryptic(gspL)",1,947842
"834","gspM","general secretory pathway component, cryptic(gspM)",1,947841
"835","gspO","bifunctional prepilin leader peptidase/ methylase(gspO)",1,947840
"836","gss","glutathionylspermidine amidase and glutathionylspermidine synthetase(gss)",1,947474
"837","guaA","GMP synthetase (glutamine aminotransferase)(guaA)",1,947334
"838","guaB","IMP dehydrogenase(guaB)",1,946985
"839","guaC","GMP reductase(guaC)",1,948986
"840","guaD","guanine deaminase(guaD)",1,947366
"841","gudD","D-glucarate dehydratase 1(gudD)",1,947258
"842","gudP","putative D-glucarate transporter(gudP)",1,947265
"843","gudX","glucarate dehydratase-related protein, substrate unknown(gudX)",1,947261
"844","gyrA","DNA gyrase (type II topoisomerase), subunit A(gyrA)",1,946614
"845","gyrB","DNA gyrase, subunit B(gyrB)",1,948211
"846","hcaB","2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase(hcaB)",1,945346
"847","hcaC","3-phenylpropionate dioxygenase, ferredoxin subunit(hcaC)",1,947015
"848","hcaD","phenylpropionate dioxygenase, ferredoxin reductase subunit(hcaD)",1,945427
"849","hcaE","3-phenylpropionate dioxygenase, large (alpha) subunit(hcaE)",1,946998
"850","hcaF","3-phenylpropionate dioxygenase, small (beta) subunit(hcaF)",1,946997
"851","hcaR","hca operon transcriptional regulator(hcaR)",1,947000
"852","hcaT","putative 3-phenylpropionic transporter(hcaT)",1,947007
"853","hcp","hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases(hcp)",1,946592
"854","hcr","HCP oxidoreductase, NADH-dependent(hcr)",1,947660
"855","hda","ATPase regulatory factor involved in DnaA inactivation(hda)",1,946977
"856","hdeA","stress response protein acid-resistance protein(hdeA)",1,948025
"857","hdeB","acid-resistance protein(hdeB)",1,948026
"858","hdeD","acid-resistance membrane protein(hdeD)",1,948024
"859","hdfR","flhDC operon transcriptional repressor(hdfR)",1,2847698
"860","hdhA","7-alpha-hydroxysteroid dehydrogenase, NAD-dependent(hdhA)",1,946151
"861","helD","DNA helicase IV(helD)",1,946227
"862","hemA","glutamyl tRNA reductase(hemA)",1,945777
"863","hemB","5-aminolevulinate dehydratase (porphobilinogen synthase)(hemB)",1,945017
"864","hemC","hydroxymethylbilane synthase(hemC)",1,947759
"865","hemD","uroporphyrinogen III synthase(hemD)",1,948587
"866","hemE","uroporphyrinogen decarboxylase(hemE)",1,948497
"867","hemF","coproporphyrinogen III oxidase(hemF)",1,946908
"868","hemG","protoporphyrin oxidase, flavoprotein(hemG)",1,948331
"869","hemH","ferrochelatase(hemH)",1,947532
"870","hemL","glutamate-1-semialdehyde aminotransferase (aminomutase)(hemL)",1,946892
"871","hemN","coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent(hemN)",1,948362
"872","hemX","putative uroporphyrinogen III methyltransferase(hemX)",1,948446
"873","hemY","putative protoheme IX synthesis protein(hemY)",1,948311
"874","hflC","HflB protease modulator specific for phage lambda cII repressor(hflC)",1,948697
"875","hflK","modulator for HflB protease specific for phage lambda cII repressor(hflK)",1,948698
"876","hflX","GTPase, stimulated by 50S subunit binding; Mn(2+) homeostasis regulator(hflX)",1,948688
"877","hfq","global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication(hfq)",1,948689
"878","hha","modulator of gene expression, with H-NS(hha)",1,945098
"879","hipA","inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase(hipA)",1,946064
"880","hipB","antitoxin of HipAB toxin-antitoxin system(hipB)",1,946065
"881","hisA","N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase(hisA)",1,946521
"882","hisB","histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase(hisB)",1,946552
"883","hisC","histidinol-phosphate aminotransferase(hisC)",1,946551
"884","hisD","bifunctional histidinal dehydrogenase/ histidinol dehydrogenase(hisD)",1,946531
"885","hisF","imidazole glycerol phosphate synthase, catalytic subunit with HisH(hisF)",1,946516
"886","hisG","ATP phosphoribosyltransferase(hisG)",1,946549
"887","hisH","imidazole glycerol phosphate synthase, glutamine amidotransferase subunit(hisH)",1,946544
"888","hisI","phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase(hisI)",1,946515
"889","hisJ","histidine ABC transporter periplasmic binding protein(hisJ)",1,945309
"890","hisL","his operon leader peptide(hisL)",1,946547
"891","hisM","histidine ABC transporter permease(hisM)",1,946790
"892","hisP","histidine ABC transporter ATPase(hisP)",1,946789
"893","hisQ","histidine ABC transporter permease(hisQ)",1,947235
"894","hisR","tRNA(hisR)",1,948305
"895","hisS","histidyl tRNA synthetase(hisS)",1,946989
"896","hlyE","hemolysin E(hlyE)",1,945745
"897","hns","global DNA-binding transcriptional dual regulator H-NS(hns)",1,945829
"898","hofB","T2SE secretion family protein; P-loop ATPase superfamily protein(hofB)",1,947481
"899","hofC","assembly protein in type IV pilin biogenesis, transmembrane protein(hofC)",1,945806
"900","hofQ","DNA catabolic putative fimbrial transporter(hofQ)",1,947901
"901","hokA","toxic polypeptide, small(hokA)",1,2847732
"902","hokB","toxic polypeptide, small(hokB)",1,2847727
"903","hokD","Qin prophage; small toxic polypeptide(hokD)",1,948616
"904","hokE","toxic polypeptide, small(hokE)",1,2847715
"905","holA","DNA polymerase III, delta subunit(holA)",1,947573
"906","holB","DNA polymerase III, delta prime subunit(holB)",1,945661
"907","holC","DNA polymerase III, chi subunit(holC)",1,948787
"908","holD","DNA polymerase III, psi subunit(holD)",1,948890
"909","holE","DNA polymerase III, theta subunit(holE)",1,947471
"910","hpt","hypoxanthine phosphoribosyltransferase(hpt)",1,946624
"911","hrpA","putative ATP-dependent helicase(hrpA)",1,948444
"912","hrpB","putative ATP-dependent helicase(hrpB)",1,944845
"913","hscA","DnaK-like molecular chaperone specific for IscU(hscA)",1,944885
"914","hscB","HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB(hscB)",1,946995
"915","hscC","Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor(hscC)",1,945218
"916","hsdM","DNA methyltransferase M(hsdM)",1,948872
"917","hsdR","endonuclease R Type I restriction enzyme(hsdR)",1,948878
"918","hsdS","specificity determinant for hsdM and hsdR(hsdS)",1,948867
"919","hslJ","heat-inducible lipoprotein involved in novobiocin resistance(hslJ)",1,946525
"920","hslO","heat shock protein Hsp33(hslO)",1,947178
"921","hslR","ribosome-associated heat shock protein Hsp15(hslR)",1,947912
"922","hslU","molecular chaperone and ATPase component of HslUV protease(hslU)",1,948430
"923","hslV","peptidase component of the HslUV protease(hslV)",1,948429
"924","htpG","protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase(htpG)",1,945099
"925","htpX","putative endopeptidase(htpX)",1,946076
"926","htrE","putative outer membrane usher protein(htrE)",1,944819
"927","hupA","HU, DNA-binding transcriptional regulator, alpha subunit(hupA)",1,948499
"928","hupB","HU, DNA-binding transcriptional regulator, beta subunit(hupB)",1,949095
"929","hyaA","hydrogenase 1, small subunit(hyaA)",1,945579
"930","hyaB","hydrogenase 1, large subunit(hyaB)",1,945580
"931","hyaC","hydrogenase 1, b-type cytochrome subunit(hyaC)",1,945581
"932","hyaD","hydrogenase 1 maturation protease(hyaD)",1,945575
"933","hyaE","putative HyaA chaperone(hyaE)",1,945573
"934","hyaF","hydrogenase-1 protein nickel incorporation factor(hyaF)",1,945572
"935","hybA","hydrogenase 2 4Fe-4S ferredoxin-type component(hybA)",1,944842
"936","hybB","putative hydrogenase 2 cytochrome b type component(hybB)",1,948615
"937","hybC","hydrogenase 2, large subunit(hybC)",1,945182
"938","hybD","maturation protease for hydrogenase 2(hybD)",1,948982
"939","hybE","hydrogenase 2-specific chaperone(hybE)",1,947483
"940","hybF","protein involved with the maturation of hydrogenases 1 and 2(hybF)",1,948004
"941","hybG","hydrogenase 2 accessory protein(hybG)",1,948020
"942","hybO","hydrogenase 2, small subunit(hybO)",1,945902
"943","hycA","regulator of the transcriptional regulator FhlA(hycA)",1,947193
"944","hycB","hydrogenase 3, Fe-S subunit(hycB)",1,948002
"945","hycC","hydrogenase 3, membrane subunit(hycC)",1,945327
"946","hycD","hydrogenase 3, membrane subunit(hycD)",1,948994
"947","hycE","hydrogenase 3, large subunit(hycE)",1,947396
"948","hycF","formate hydrogenlyase complex iron-sulfur protein(hycF)",1,947048
"949","hycG","hydrogenase 3 and formate hydrogenase complex, HycG subunit(hycG)",1,947191
"950","hycH","hydrogenase 3 maturation protein(hycH)",1,947438
"951","hycI","protease involved in processing C-terminal end of HycE(hycI)",1,947428
"952","hydN","formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit(hydN)",1,947190
"953","hyfA","hydrogenase 4, 4Fe-4S subunit(hyfA)",1,946959
"954","hyfB","hydrogenase 4, membrane subunit(hyfB)",1,946961
"955","hyfC","hydrogenase 4, membrane subunit(hyfC)",1,947492
"956","hyfD","hydrogenase 4, membrane subunit(hyfD)",1,947290
"957","hyfE","hydrogenase 4, membrane subunit(hyfE)",1,945298
"958","hyfF","hydrogenase 4, membrane subunit(hyfF)",1,946962
"959","hyfG","hydrogenase 4, subunit(hyfG)",1,946964
"960","hyfH","hydrogenase 4, Fe-S subunit(hyfH)",1,946965
"961","hyfI","hydrogenase 4, Fe-S subunit(hyfI)",1,946966
"962","hyfJ","putative processing element hydrogenase 4(hyfJ)",1,947713
"963","hyfR","hydrogenase-4 transcriptional activator(hyfR)",1,948886
"964","hyi","hydroxypyruvate isomerase(hyi)",1,946186
"965","hypA","protein involved in nickel insertion into hydrogenases 3(hypA)",1,947195
"966","hypB","GTP hydrolase involved in nickel liganding into hydrogenases(hypB)",1,947194
"967","hypC","hydrogenase maturation protein(hypC)",1,947192
"968","hypD","hydrogenase maturation protein(hypD)",1,947189
"969","hypE","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein(hypE)",1,947182
"970","hypF","carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein(hypF)",1,944963
"971","iadA","isoaspartyl dipeptidase(iadA)",1,948853
"972","iap","aminopeptidase in alkaline phosphatase isozyme conversion(iap)",1,947215
"973","ibpA","heat shock chaperone(ibpA)",1,948200
"974","ibpB","heat shock chaperone(ibpB)",1,948192
"975","iclR","transcriptional repressor(iclR)",1,948524
"976","idi","isopentenyl diphosphate isomerase(idi)",1,949020
"977","idnD","L-idonate 5-dehydrogenase, NAD-binding(idnD)",1,944769
"978","idnK","D-gluconate kinase, thermosensitive(idnK)",1,946066
"979","idnO","5-keto-D-gluconate-5-reductase(idnO)",1,947109
"980","idnR","transcriptional repressor, 5-gluconate-binding(idnR)",1,949058
"981","idnT","L-idonate and D-gluconate transporter(idnT)",1,948798
"982","ileS","isoleucyl-tRNA synthetase(ileS)",1,944761
"983","ileT","tRNA(ileT)",1,948339
"984","ileU","tRNA(ileU)",1,947778
"985","ileV","tRNA(ileV)",1,944884
"986","ileX","tRNA(ileX)",1,947558
"987","ilvA","l-threonine dehydratase, biosynthetic; also known as threonine deaminase(ilvA)",1,948287
"988","ilvB","acetolactate synthase 2 large subunit(ilvB)",1,948182
"989","ilvC","ketol-acid reductoisomerase, NAD(P)-binding(ilvC)",1,948286
"990","ilvD","dihydroxyacid dehydratase(ilvD)",1,948277
